,YEAR_op,STOCK_TECHNO,Pmax_Pvar
0,2025,Battery,103.23487181473195
1,2025,saltCavernH2_G,912.5
2,2020,Battery,0.0
3,2020,saltCavernH2_G,0.0
4,2030,Battery,853.234871814732
5,2030,saltCavernH2_G,1825.0
6,2015,Battery,0.0
7,2015,saltCavernH2_G,0.0
