,YEAR_invest,STOCK_TECHNO,CmaxInvest_Dvar
0,2025,Battery,2743.213889483456
1,2025,saltCavernH2_G,9799.481409604012
2,2010,Battery,0.0
3,2010,saltCavernH2_G,0.0
4,2020,Battery,94.9760820695534
5,2020,saltCavernH2_G,1639.8732833245765
6,2015,Battery,0.0
7,2015,saltCavernH2_G,0.0
