,YEAR_invest,TECHNOLOGIES,TECHNOLOGIES,transInvest_Dvar
451,2010,WindOnShore,CCG_H2,0.0
452,2010,WindOnShore,NewNuke,0.0
453,2010,WindOnShore,TAC,0.0
454,2010,WindOnShore,OldNuke,0.0
455,2010,WindOnShore,Solar,0.0
456,2010,WindOnShore,IntercoOut,0.0
457,2010,WindOnShore,HydroRiver,0.0
458,2010,WindOnShore,IntercoIn,0.0
459,2010,WindOnShore,HydroReservoir,0.0
460,2010,WindOnShore,WindOnShore,0.0
461,2010,WindOnShore,TAC_H2,0.0
462,2010,WindOnShore,curtailment,0.0
463,2010,WindOnShore,Coal_p,0.0
464,2010,TAC_H2,CCG,0.0
465,2010,TAC_H2,electrolysis_AEL,0.0
466,2010,TAC_H2,WindOffShore,0.0
467,2010,TAC_H2,CCG_H2,0.0
468,2010,TAC_H2,NewNuke,0.0
469,2010,TAC_H2,TAC,0.0
470,2010,TAC_H2,OldNuke,0.0
471,2010,TAC_H2,Solar,0.0
472,2010,TAC_H2,IntercoOut,0.0
473,2010,TAC_H2,HydroRiver,0.0
474,2010,TAC_H2,IntercoIn,0.0
475,2010,TAC_H2,HydroReservoir,0.0
476,2010,TAC_H2,WindOnShore,0.0
477,2010,TAC_H2,TAC_H2,0.0
478,2010,TAC_H2,curtailment,0.0
479,2010,TAC_H2,Coal_p,0.0
480,2010,curtailment,CCG,0.0
481,2010,curtailment,electrolysis_AEL,0.0
482,2010,curtailment,WindOffShore,0.0
483,2010,curtailment,CCG_H2,0.0
484,2010,curtailment,NewNuke,0.0
485,2010,curtailment,TAC,0.0
486,2010,curtailment,OldNuke,0.0
487,2010,curtailment,Solar,0.0
488,2010,curtailment,IntercoOut,0.0
489,2010,curtailment,HydroRiver,0.0
490,2010,curtailment,IntercoIn,0.0
491,2010,curtailment,HydroReservoir,0.0
492,2010,curtailment,WindOnShore,0.0
493,2010,curtailment,TAC_H2,0.0
494,2010,curtailment,curtailment,0.0
495,2010,curtailment,Coal_p,0.0
496,2010,Coal_p,CCG,0.0
497,2010,Coal_p,electrolysis_AEL,0.0
498,2010,Coal_p,WindOffShore,0.0
499,2010,Coal_p,CCG_H2,0.0
500,2010,Coal_p,NewNuke,0.0
501,2010,Coal_p,TAC,0.0
502,2010,Coal_p,OldNuke,0.0
503,2010,Coal_p,Solar,0.0
504,2010,Coal_p,IntercoOut,0.0
505,2010,Coal_p,HydroRiver,0.0
506,2010,Coal_p,IntercoIn,0.0
507,2010,Coal_p,HydroReservoir,0.0
508,2010,Coal_p,WindOnShore,0.0
509,2010,Coal_p,TAC_H2,0.0
510,2010,Coal_p,curtailment,0.0
511,2010,Coal_p,Coal_p,0.0
512,2020,CCG,CCG,0.0
513,2020,CCG,electrolysis_AEL,0.0
514,2020,CCG,WindOffShore,0.0
515,2020,CCG,CCG_H2,0.0
516,2020,CCG,NewNuke,0.0
517,2020,CCG,TAC,0.0
518,2020,CCG,OldNuke,0.0
519,2020,CCG,Solar,0.0
520,2020,CCG,IntercoOut,0.0
521,2020,CCG,HydroRiver,0.0
522,2020,CCG,IntercoIn,0.0
523,2020,CCG,HydroReservoir,0.0
524,2020,CCG,WindOnShore,0.0
525,2020,CCG,TAC_H2,0.0
526,2020,CCG,curtailment,0.0
527,2020,CCG,Coal_p,0.0
528,2020,electrolysis_AEL,CCG,0.0
529,2020,electrolysis_AEL,electrolysis_AEL,0.0
530,2020,electrolysis_AEL,WindOffShore,0.0
531,2020,electrolysis_AEL,CCG_H2,0.0
532,2020,electrolysis_AEL,NewNuke,0.0
533,2020,electrolysis_AEL,TAC,0.0
534,2020,electrolysis_AEL,OldNuke,0.0
535,2020,electrolysis_AEL,Solar,0.0
536,2020,electrolysis_AEL,IntercoOut,0.0
537,2020,electrolysis_AEL,HydroRiver,0.0
538,2020,electrolysis_AEL,IntercoIn,0.0
539,2020,electrolysis_AEL,HydroReservoir,0.0
540,2020,electrolysis_AEL,WindOnShore,0.0
541,2020,electrolysis_AEL,TAC_H2,0.0
542,2020,electrolysis_AEL,curtailment,0.0
543,2020,electrolysis_AEL,Coal_p,0.0
544,2020,WindOffShore,CCG,0.0
545,2020,WindOffShore,electrolysis_AEL,0.0
546,2020,WindOffShore,WindOffShore,0.0
547,2020,WindOffShore,CCG_H2,0.0
548,2020,WindOffShore,NewNuke,0.0
549,2020,WindOffShore,TAC,0.0
550,2020,WindOffShore,OldNuke,0.0
551,2020,WindOffShore,Solar,0.0
552,2020,WindOffShore,IntercoOut,0.0
553,2020,WindOffShore,HydroRiver,0.0
554,2020,WindOffShore,IntercoIn,0.0
555,2020,WindOffShore,HydroReservoir,0.0
556,2020,WindOffShore,WindOnShore,0.0
557,2020,WindOffShore,TAC_H2,0.0
558,2020,WindOffShore,curtailment,0.0
559,2020,WindOffShore,Coal_p,0.0
560,2020,CCG_H2,CCG,0.0
561,2020,CCG_H2,electrolysis_AEL,0.0
562,2020,CCG_H2,WindOffShore,0.0
563,2020,CCG_H2,CCG_H2,0.0
564,2020,CCG_H2,NewNuke,0.0
565,2020,CCG_H2,TAC,0.0
566,2020,CCG_H2,OldNuke,0.0
567,2020,CCG_H2,Solar,0.0
568,2020,CCG_H2,IntercoOut,0.0
569,2020,CCG_H2,HydroRiver,0.0
570,2020,CCG_H2,IntercoIn,0.0
571,2020,CCG_H2,HydroReservoir,0.0
572,2020,CCG_H2,WindOnShore,0.0
573,2020,CCG_H2,TAC_H2,0.0
574,2020,CCG_H2,curtailment,0.0
575,2020,CCG_H2,Coal_p,0.0
576,2020,NewNuke,CCG,0.0
577,2020,NewNuke,electrolysis_AEL,0.0
578,2020,NewNuke,WindOffShore,0.0
579,2020,NewNuke,CCG_H2,0.0
580,2020,NewNuke,NewNuke,0.0
581,2020,NewNuke,TAC,0.0
582,2020,NewNuke,OldNuke,0.0
583,2020,NewNuke,Solar,0.0
584,2020,NewNuke,IntercoOut,0.0
585,2020,NewNuke,HydroRiver,0.0
586,2020,NewNuke,IntercoIn,0.0
587,2020,NewNuke,HydroReservoir,0.0
588,2020,NewNuke,WindOnShore,0.0
589,2020,NewNuke,TAC_H2,0.0
590,2020,NewNuke,curtailment,0.0
591,2020,NewNuke,Coal_p,0.0
592,2020,TAC,CCG,0.0
593,2020,TAC,electrolysis_AEL,0.0
594,2020,TAC,WindOffShore,0.0
595,2020,TAC,CCG_H2,0.0
596,2020,TAC,NewNuke,0.0
597,2020,TAC,TAC,0.0
598,2020,TAC,OldNuke,0.0
599,2020,TAC,Solar,0.0
600,2020,TAC,IntercoOut,0.0
601,2020,TAC,HydroRiver,0.0
602,2020,TAC,IntercoIn,0.0
603,2020,TAC,HydroReservoir,0.0
604,2020,TAC,WindOnShore,0.0
605,2020,TAC,TAC_H2,0.0
606,2020,TAC,curtailment,0.0
607,2020,TAC,Coal_p,0.0
608,2020,OldNuke,CCG,0.0
609,2020,OldNuke,electrolysis_AEL,0.0
610,2020,OldNuke,WindOffShore,0.0
611,2020,OldNuke,CCG_H2,0.0
612,2020,OldNuke,NewNuke,0.0
613,2020,OldNuke,TAC,0.0
614,2020,OldNuke,OldNuke,0.0
615,2020,OldNuke,Solar,0.0
616,2020,OldNuke,IntercoOut,0.0
617,2020,OldNuke,HydroRiver,0.0
618,2020,OldNuke,IntercoIn,0.0
619,2020,OldNuke,HydroReservoir,0.0
620,2020,OldNuke,WindOnShore,0.0
621,2020,OldNuke,TAC_H2,0.0
622,2020,OldNuke,curtailment,0.0
623,2020,OldNuke,Coal_p,0.0
624,2020,Solar,CCG,0.0
625,2020,Solar,electrolysis_AEL,0.0
626,2020,Solar,WindOffShore,0.0
627,2020,Solar,CCG_H2,0.0
628,2020,Solar,NewNuke,0.0
629,2020,Solar,TAC,0.0
630,2020,Solar,OldNuke,0.0
631,2020,Solar,Solar,0.0
632,2020,Solar,IntercoOut,0.0
633,2020,Solar,HydroRiver,0.0
634,2020,Solar,IntercoIn,0.0
635,2020,Solar,HydroReservoir,0.0
636,2020,Solar,WindOnShore,0.0
637,2020,Solar,TAC_H2,0.0
