,YEAR_op,STOCK_TECHNO,Cmax_Pvar
0,2025,Battery,94.9760820695534
1,2025,saltCavernH2_G,1639.8732833245765
2,2020,Battery,0.0
3,2020,saltCavernH2_G,0.0
4,2030,Battery,2838.1899715530094
5,2030,saltCavernH2_G,11439.354692928588
6,2015,Battery,0.0
7,2015,saltCavernH2_G,0.0
