TIMESTAMP,Calendrier,HTA,sup36,inf36
2037,HPH,35.2,52.8,39.4
2038,HPH,35.2,52.8,39.4
2039,HCH,22.6,36.4,39.4
2040,HCH,22.6,36.4,39.4
2041,HCH,22.6,36.4,39.4
2042,HCH,22.6,36.4,39.4
2043,HCH,22.6,36.4,39.4
2044,HCH,22.6,36.4,39.4
2045,HCH,22.6,36.4,39.4
2046,HCH,22.6,36.4,39.4
2047,HPH,35.2,52.8,39.4
2048,HPH,35.2,52.8,39.4
2049,HPH,35.2,52.8,39.4
2050,HPH,35.2,52.8,39.4
2051,HPH,35.2,52.8,39.4
2052,HPH,35.2,52.8,39.4
2053,HPH,35.2,52.8,39.4
2054,HPH,35.2,52.8,39.4
2055,HPH,35.2,52.8,39.4
2056,HPH,35.2,52.8,39.4
2057,HPH,35.2,52.8,39.4
2058,HPH,35.2,52.8,39.4
2059,HPH,35.2,52.8,39.4
2060,HPH,35.2,52.8,39.4
2061,HPH,35.2,52.8,39.4
2062,HPH,35.2,52.8,39.4
2063,HCH,22.6,36.4,39.4
2064,HCH,22.6,36.4,39.4
2065,HCH,22.6,36.4,39.4
2066,HCH,22.6,36.4,39.4
2067,HCH,22.6,36.4,39.4
2068,HCH,22.6,36.4,39.4
2069,HCH,22.6,36.4,39.4
2070,HCH,22.6,36.4,39.4
2071,HPH,35.2,52.8,39.4
2072,HPH,35.2,52.8,39.4
2073,HPH,35.2,52.8,39.4
2074,HPH,35.2,52.8,39.4
2075,HPH,35.2,52.8,39.4
2076,HPH,35.2,52.8,39.4
2077,HPH,35.2,52.8,39.4
2078,HPH,35.2,52.8,39.4
2079,HPH,35.2,52.8,39.4
2080,HPH,35.2,52.8,39.4
2081,HPH,35.2,52.8,39.4
2082,HPH,35.2,52.8,39.4
2083,HPH,35.2,52.8,39.4
2084,HPH,35.2,52.8,39.4
2085,HPH,35.2,52.8,39.4
2086,HPH,35.2,52.8,39.4
2087,HCH,22.6,36.4,39.4
2088,HCH,22.6,36.4,39.4
2089,HCH,22.6,36.4,39.4
2090,HCH,22.6,36.4,39.4
2091,HCH,22.6,36.4,39.4
2092,HCH,22.6,36.4,39.4
2093,HCH,22.6,36.4,39.4
2094,HCH,22.6,36.4,39.4
2095,HPH,35.2,52.8,39.4
2096,HPH,35.2,52.8,39.4
2097,HPH,35.2,52.8,39.4
2098,HPH,35.2,52.8,39.4
2099,HPH,35.2,52.8,39.4
2100,HPH,35.2,52.8,39.4
2101,HPH,35.2,52.8,39.4
2102,HPH,35.2,52.8,39.4
2103,HPH,35.2,52.8,39.4
2104,HPH,35.2,52.8,39.4
2105,HPH,35.2,52.8,39.4
2106,HPH,35.2,52.8,39.4
2107,HPH,35.2,52.8,39.4
2108,HPH,35.2,52.8,39.4
2109,HPH,35.2,52.8,39.4
2110,HPH,35.2,52.8,39.4
2111,HCH,22.6,36.4,39.4
2112,HCH,22.6,36.4,39.4
2113,HCH,22.6,36.4,39.4
2114,HCH,22.6,36.4,39.4
2115,HCH,22.6,36.4,39.4
2116,HCH,22.6,36.4,39.4
2117,HCH,22.6,36.4,39.4
2118,HCH,22.6,36.4,39.4
2119,HPH,35.2,52.8,39.4
2120,HPH,35.2,52.8,39.4
2121,HPH,35.2,52.8,39.4
2122,HPH,35.2,52.8,39.4
2123,HPH,35.2,52.8,39.4
2124,HPH,35.2,52.8,39.4
2125,HPH,35.2,52.8,39.4
2126,HPH,35.2,52.8,39.4
2127,HPH,35.2,52.8,39.4
2128,HPH,35.2,52.8,39.4
2129,HPH,35.2,52.8,39.4
2130,HPH,35.2,52.8,39.4
2131,HPH,35.2,52.8,39.4
2132,HPH,35.2,52.8,39.4
2133,HPH,35.2,52.8,39.4
2134,HPH,35.2,52.8,39.4
2135,HCH,22.6,36.4,39.4
2136,HCH,22.6,36.4,39.4
2137,HCH,22.6,36.4,39.4
2138,HCH,22.6,36.4,39.4
2139,HCH,22.6,36.4,39.4
2140,HCH,22.6,36.4,39.4
2141,HCH,22.6,36.4,39.4
2142,HCH,22.6,36.4,39.4
2143,HPH,35.2,52.8,39.4
2144,HPH,35.2,52.8,39.4
2145,HPH,35.2,52.8,39.4
2146,HPH,35.2,52.8,39.4
2147,HPH,35.2,52.8,39.4
2148,HPH,35.2,52.8,39.4
2149,HPH,35.2,52.8,39.4
2150,HPH,35.2,52.8,39.4
2151,HPH,35.2,52.8,39.4
2152,HPH,35.2,52.8,39.4
2153,HPH,35.2,52.8,39.4
2154,HPH,35.2,52.8,39.4
2155,HPH,35.2,52.8,39.4
2156,HPH,35.2,52.8,39.4
2157,HPH,35.2,52.8,39.4
2158,HPH,35.2,52.8,39.4
2159,HCH,22.6,36.4,39.4
2160,HCH,22.6,36.4,39.4
2161,HCE,8.4,17.3,39.4
2162,HCE,8.4,17.3,39.4
2163,HCE,8.4,17.3,39.4
2164,HCE,8.4,17.3,39.4
2165,HCE,8.4,17.3,39.4
2166,HCE,8.4,17.3,39.4
2167,HPE,13.5,22.8,39.4
2168,HPE,13.5,22.8,39.4
2169,HPE,13.5,22.8,39.4
2170,HPE,13.5,22.8,39.4
2171,HPE,13.5,22.8,39.4
2172,HPE,13.5,22.8,39.4
2173,HPE,13.5,22.8,39.4
2174,HPE,13.5,22.8,39.4
2175,HPE,13.5,22.8,39.4
2176,HPE,13.5,22.8,39.4
2177,HPE,13.5,22.8,39.4
2178,HPE,13.5,22.8,39.4
2179,HPE,13.5,22.8,39.4
2180,HPE,13.5,22.8,39.4
2181,HPE,13.5,22.8,39.4
2182,HPE,13.5,22.8,39.4
2183,HCE,8.4,17.3,39.4
2184,HCE,8.4,17.3,39.4
2185,HCE,8.4,17.3,39.4
2186,HCE,8.4,17.3,39.4
2187,HCE,8.4,17.3,39.4
2188,HCE,8.4,17.3,39.4
2189,HCE,8.4,17.3,39.4
2190,HCE,8.4,17.3,39.4
2191,HPE,13.5,22.8,39.4
2192,HPE,13.5,22.8,39.4
2193,HPE,13.5,22.8,39.4
2194,HPE,13.5,22.8,39.4
2195,HPE,13.5,22.8,39.4
2196,HPE,13.5,22.8,39.4
2197,HPE,13.5,22.8,39.4
2198,HPE,13.5,22.8,39.4
2199,HPE,13.5,22.8,39.4
2200,HPE,13.5,22.8,39.4
2201,HPE,13.5,22.8,39.4
2202,HPE,13.5,22.8,39.4
2203,HPE,13.5,22.8,39.4
2204,HPE,13.5,22.8,39.4
2205,HPE,13.5,22.8,39.4
2206,HPE,13.5,22.8,39.4
2207,HCE,8.4,17.3,39.4
2208,HCE,8.4,17.3,39.4
2209,HCE,8.4,17.3,39.4
2210,HCE,8.4,17.3,39.4
2211,HCE,8.4,17.3,39.4
2212,HCE,8.4,17.3,39.4
2213,HCE,8.4,17.3,39.4
2214,HCE,8.4,17.3,39.4
2215,HPE,13.5,22.8,39.4
2216,HPE,13.5,22.8,39.4
2217,HPE,13.5,22.8,39.4
2218,HPE,13.5,22.8,39.4
2219,HPE,13.5,22.8,39.4
2220,HPE,13.5,22.8,39.4
2221,HPE,13.5,22.8,39.4
2222,HPE,13.5,22.8,39.4
2223,HPE,13.5,22.8,39.4
2224,HPE,13.5,22.8,39.4
2225,HPE,13.5,22.8,39.4
2226,HPE,13.5,22.8,39.4
2227,HPE,13.5,22.8,39.4
2228,HPE,13.5,22.8,39.4
2229,HPE,13.5,22.8,39.4
2230,HPE,13.5,22.8,39.4
2231,HCE,8.4,17.3,39.4
2232,HCE,8.4,17.3,39.4
2233,HCE,8.4,17.3,39.4
2234,HCE,8.4,17.3,39.4
2235,HCE,8.4,17.3,39.4
2236,HCE,8.4,17.3,39.4
2237,HCE,8.4,17.3,39.4
2238,HCE,8.4,17.3,39.4
2239,HPE,13.5,22.8,39.4
2240,HPE,13.5,22.8,39.4
2241,HPE,13.5,22.8,39.4
2242,HPE,13.5,22.8,39.4
2243,HPE,13.5,22.8,39.4
2244,HPE,13.5,22.8,39.4
2245,HPE,13.5,22.8,39.4
2246,HPE,13.5,22.8,39.4
2247,HPE,13.5,22.8,39.4
2248,HPE,13.5,22.8,39.4
2249,HPE,13.5,22.8,39.4
2250,HPE,13.5,22.8,39.4
2251,HPE,13.5,22.8,39.4
2252,HPE,13.5,22.8,39.4
2253,HPE,13.5,22.8,39.4
2254,HPE,13.5,22.8,39.4
2255,HCE,8.4,17.3,39.4
2256,HCE,8.4,17.3,39.4
2257,HCE,8.4,17.3,39.4
2258,HCE,8.4,17.3,39.4
2259,HCE,8.4,17.3,39.4
2260,HCE,8.4,17.3,39.4
2261,HCE,8.4,17.3,39.4
2262,HCE,8.4,17.3,39.4
2263,HPE,13.5,22.8,39.4
2264,HPE,13.5,22.8,39.4
2265,HPE,13.5,22.8,39.4
2266,HPE,13.5,22.8,39.4
2267,HPE,13.5,22.8,39.4
2268,HPE,13.5,22.8,39.4
2269,HPE,13.5,22.8,39.4
2270,HPE,13.5,22.8,39.4
2271,HPE,13.5,22.8,39.4
2272,HPE,13.5,22.8,39.4
2273,HPE,13.5,22.8,39.4
2274,HPE,13.5,22.8,39.4
2275,HPE,13.5,22.8,39.4
2276,HPE,13.5,22.8,39.4
2277,HPE,13.5,22.8,39.4
2278,HPE,13.5,22.8,39.4
2279,HCE,8.4,17.3,39.4
2280,HCE,8.4,17.3,39.4
2281,HCE,8.4,17.3,39.4
2282,HCE,8.4,17.3,39.4
2283,HCE,8.4,17.3,39.4
2284,HCE,8.4,17.3,39.4
2285,HCE,8.4,17.3,39.4
2286,HCE,8.4,17.3,39.4
2287,HPE,13.5,22.8,39.4
2288,HPE,13.5,22.8,39.4
2289,HPE,13.5,22.8,39.4
2290,HPE,13.5,22.8,39.4
2291,HPE,13.5,22.8,39.4
2292,HPE,13.5,22.8,39.4
2293,HPE,13.5,22.8,39.4
2294,HPE,13.5,22.8,39.4
2295,HPE,13.5,22.8,39.4
2296,HPE,13.5,22.8,39.4
2297,HPE,13.5,22.8,39.4
2298,HPE,13.5,22.8,39.4
2299,HPE,13.5,22.8,39.4
2300,HPE,13.5,22.8,39.4
2301,HPE,13.5,22.8,39.4
2302,HPE,13.5,22.8,39.4
2303,HCE,8.4,17.3,39.4
2304,HCE,8.4,17.3,39.4
2305,HCE,8.4,17.3,39.4
2306,HCE,8.4,17.3,39.4
2307,HCE,8.4,17.3,39.4
2308,HCE,8.4,17.3,39.4
2309,HCE,8.4,17.3,39.4
2310,HCE,8.4,17.3,39.4
2311,HPE,13.5,22.8,39.4
2312,HPE,13.5,22.8,39.4
2313,HPE,13.5,22.8,39.4
2314,HPE,13.5,22.8,39.4
2315,HPE,13.5,22.8,39.4
2316,HPE,13.5,22.8,39.4
2317,HPE,13.5,22.8,39.4
2318,HPE,13.5,22.8,39.4
2319,HPE,13.5,22.8,39.4
2320,HPE,13.5,22.8,39.4
2321,HPE,13.5,22.8,39.4
2322,HPE,13.5,22.8,39.4
2323,HPE,13.5,22.8,39.4
2324,HPE,13.5,22.8,39.4
2325,HPE,13.5,22.8,39.4
2326,HPE,13.5,22.8,39.4
2327,HCE,8.4,17.3,39.4
2328,HCE,8.4,17.3,39.4
2329,HCE,8.4,17.3,39.4
2330,HCE,8.4,17.3,39.4
2331,HCE,8.4,17.3,39.4
2332,HCE,8.4,17.3,39.4
2333,HCE,8.4,17.3,39.4
2334,HCE,8.4,17.3,39.4
2335,HPE,13.5,22.8,39.4
2336,HPE,13.5,22.8,39.4
2337,HPE,13.5,22.8,39.4
2338,HPE,13.5,22.8,39.4
2339,HPE,13.5,22.8,39.4
2340,HPE,13.5,22.8,39.4
2341,HPE,13.5,22.8,39.4
2342,HPE,13.5,22.8,39.4
2343,HPE,13.5,22.8,39.4
2344,HPE,13.5,22.8,39.4
2345,HPE,13.5,22.8,39.4
2346,HPE,13.5,22.8,39.4
2347,HPE,13.5,22.8,39.4
2348,HPE,13.5,22.8,39.4
2349,HPE,13.5,22.8,39.4
2350,HPE,13.5,22.8,39.4
2351,HCE,8.4,17.3,39.4
2352,HCE,8.4,17.3,39.4
2353,HCE,8.4,17.3,39.4
2354,HCE,8.4,17.3,39.4
2355,HCE,8.4,17.3,39.4
2356,HCE,8.4,17.3,39.4
2357,HCE,8.4,17.3,39.4
2358,HCE,8.4,17.3,39.4
2359,HPE,13.5,22.8,39.4
2360,HPE,13.5,22.8,39.4
2361,HPE,13.5,22.8,39.4
2362,HPE,13.5,22.8,39.4
2363,HPE,13.5,22.8,39.4
2364,HPE,13.5,22.8,39.4
2365,HPE,13.5,22.8,39.4
2366,HPE,13.5,22.8,39.4
2367,HPE,13.5,22.8,39.4
2368,HPE,13.5,22.8,39.4
2369,HPE,13.5,22.8,39.4
2370,HPE,13.5,22.8,39.4
2371,HPE,13.5,22.8,39.4
2372,HPE,13.5,22.8,39.4
2373,HPE,13.5,22.8,39.4
2374,HPE,13.5,22.8,39.4
2375,HCE,8.4,17.3,39.4
2376,HCE,8.4,17.3,39.4
2377,HCE,8.4,17.3,39.4
2378,HCE,8.4,17.3,39.4
2379,HCE,8.4,17.3,39.4
2380,HCE,8.4,17.3,39.4
2381,HCE,8.4,17.3,39.4
2382,HCE,8.4,17.3,39.4
2383,HPE,13.5,22.8,39.4
2384,HPE,13.5,22.8,39.4
2385,HPE,13.5,22.8,39.4
2386,HPE,13.5,22.8,39.4
2387,HPE,13.5,22.8,39.4
2388,HPE,13.5,22.8,39.4
2389,HPE,13.5,22.8,39.4
2390,HPE,13.5,22.8,39.4
2391,HPE,13.5,22.8,39.4
2392,HPE,13.5,22.8,39.4
2393,HPE,13.5,22.8,39.4
2394,HPE,13.5,22.8,39.4
2395,HPE,13.5,22.8,39.4
2396,HPE,13.5,22.8,39.4
2397,HPE,13.5,22.8,39.4
2398,HPE,13.5,22.8,39.4
2399,HCE,8.4,17.3,39.4
2400,HCE,8.4,17.3,39.4
2401,HCE,8.4,17.3,39.4
2402,HCE,8.4,17.3,39.4
2403,HCE,8.4,17.3,39.4
2404,HCE,8.4,17.3,39.4
2405,HCE,8.4,17.3,39.4
2406,HCE,8.4,17.3,39.4
2407,HPE,13.5,22.8,39.4
2408,HPE,13.5,22.8,39.4
2409,HPE,13.5,22.8,39.4
2410,HPE,13.5,22.8,39.4
2411,HPE,13.5,22.8,39.4
2412,HPE,13.5,22.8,39.4
2413,HPE,13.5,22.8,39.4
2414,HPE,13.5,22.8,39.4
2415,HPE,13.5,22.8,39.4
2416,HPE,13.5,22.8,39.4
2417,HPE,13.5,22.8,39.4
2418,HPE,13.5,22.8,39.4
2419,HPE,13.5,22.8,39.4
2420,HPE,13.5,22.8,39.4
2421,HPE,13.5,22.8,39.4
2422,HPE,13.5,22.8,39.4
2423,HCE,8.4,17.3,39.4
2424,HCE,8.4,17.3,39.4
2425,HCE,8.4,17.3,39.4
2426,HCE,8.4,17.3,39.4
2427,HCE,8.4,17.3,39.4
2428,HCE,8.4,17.3,39.4
2429,HCE,8.4,17.3,39.4
2430,HCE,8.4,17.3,39.4
2431,HPE,13.5,22.8,39.4
2432,HPE,13.5,22.8,39.4
2433,HPE,13.5,22.8,39.4
2434,HPE,13.5,22.8,39.4
2435,HPE,13.5,22.8,39.4
2436,HPE,13.5,22.8,39.4
2437,HPE,13.5,22.8,39.4
2438,HPE,13.5,22.8,39.4
2439,HPE,13.5,22.8,39.4
2440,HPE,13.5,22.8,39.4
2441,HPE,13.5,22.8,39.4
2442,HPE,13.5,22.8,39.4
2443,HPE,13.5,22.8,39.4
2444,HPE,13.5,22.8,39.4
2445,HPE,13.5,22.8,39.4
2446,HPE,13.5,22.8,39.4
2447,HCE,8.4,17.3,39.4
2448,HCE,8.4,17.3,39.4
2449,HCE,8.4,17.3,39.4
2450,HCE,8.4,17.3,39.4
2451,HCE,8.4,17.3,39.4
2452,HCE,8.4,17.3,39.4
2453,HCE,8.4,17.3,39.4
2454,HCE,8.4,17.3,39.4
2455,HPE,13.5,22.8,39.4
2456,HPE,13.5,22.8,39.4
2457,HPE,13.5,22.8,39.4
2458,HPE,13.5,22.8,39.4
2459,HPE,13.5,22.8,39.4
2460,HPE,13.5,22.8,39.4
2461,HPE,13.5,22.8,39.4
2462,HPE,13.5,22.8,39.4
2463,HPE,13.5,22.8,39.4
2464,HPE,13.5,22.8,39.4
2465,HPE,13.5,22.8,39.4
2466,HPE,13.5,22.8,39.4
2467,HPE,13.5,22.8,39.4
2468,HPE,13.5,22.8,39.4
2469,HPE,13.5,22.8,39.4
2470,HPE,13.5,22.8,39.4
2471,HCE,8.4,17.3,39.4
2472,HCE,8.4,17.3,39.4
2473,HCE,8.4,17.3,39.4
2474,HCE,8.4,17.3,39.4
2475,HCE,8.4,17.3,39.4
2476,HCE,8.4,17.3,39.4
2477,HCE,8.4,17.3,39.4
2478,HCE,8.4,17.3,39.4
2479,HPE,13.5,22.8,39.4
2480,HPE,13.5,22.8,39.4
2481,HPE,13.5,22.8,39.4
2482,HPE,13.5,22.8,39.4
2483,HPE,13.5,22.8,39.4
2484,HPE,13.5,22.8,39.4
2485,HPE,13.5,22.8,39.4
2486,HPE,13.5,22.8,39.4
2487,HPE,13.5,22.8,39.4
2488,HPE,13.5,22.8,39.4
2489,HPE,13.5,22.8,39.4
2490,HPE,13.5,22.8,39.4
2491,HPE,13.5,22.8,39.4
2492,HPE,13.5,22.8,39.4
2493,HPE,13.5,22.8,39.4
2494,HPE,13.5,22.8,39.4
2495,HCE,8.4,17.3,39.4
2496,HCE,8.4,17.3,39.4
2497,HCE,8.4,17.3,39.4
2498,HCE,8.4,17.3,39.4
2499,HCE,8.4,17.3,39.4
2500,HCE,8.4,17.3,39.4
2501,HCE,8.4,17.3,39.4
2502,HCE,8.4,17.3,39.4
2503,HPE,13.5,22.8,39.4
2504,HPE,13.5,22.8,39.4
2505,HPE,13.5,22.8,39.4
2506,HPE,13.5,22.8,39.4
2507,HPE,13.5,22.8,39.4
2508,HPE,13.5,22.8,39.4
2509,HPE,13.5,22.8,39.4
2510,HPE,13.5,22.8,39.4
2511,HPE,13.5,22.8,39.4
2512,HPE,13.5,22.8,39.4
2513,HPE,13.5,22.8,39.4
2514,HPE,13.5,22.8,39.4
2515,HPE,13.5,22.8,39.4
2516,HPE,13.5,22.8,39.4
2517,HPE,13.5,22.8,39.4
2518,HPE,13.5,22.8,39.4
2519,HCE,8.4,17.3,39.4
2520,HCE,8.4,17.3,39.4
2521,HCE,8.4,17.3,39.4
2522,HCE,8.4,17.3,39.4
2523,HCE,8.4,17.3,39.4
2524,HCE,8.4,17.3,39.4
2525,HCE,8.4,17.3,39.4
2526,HCE,8.4,17.3,39.4
2527,HPE,13.5,22.8,39.4
2528,HPE,13.5,22.8,39.4
2529,HPE,13.5,22.8,39.4
2530,HPE,13.5,22.8,39.4
2531,HPE,13.5,22.8,39.4
2532,HPE,13.5,22.8,39.4
2533,HPE,13.5,22.8,39.4
2534,HPE,13.5,22.8,39.4
2535,HPE,13.5,22.8,39.4
2536,HPE,13.5,22.8,39.4
2537,HPE,13.5,22.8,39.4
2538,HPE,13.5,22.8,39.4
2539,HPE,13.5,22.8,39.4
2540,HPE,13.5,22.8,39.4
2541,HPE,13.5,22.8,39.4
2542,HPE,13.5,22.8,39.4
2543,HCE,8.4,17.3,39.4
2544,HCE,8.4,17.3,39.4
2545,HCE,8.4,17.3,39.4
2546,HCE,8.4,17.3,39.4
2547,HCE,8.4,17.3,39.4
2548,HCE,8.4,17.3,39.4
2549,HCE,8.4,17.3,39.4
2550,HCE,8.4,17.3,39.4
2551,HPE,13.5,22.8,39.4
2552,HPE,13.5,22.8,39.4
2553,HPE,13.5,22.8,39.4
2554,HPE,13.5,22.8,39.4
2555,HPE,13.5,22.8,39.4
2556,HPE,13.5,22.8,39.4
2557,HPE,13.5,22.8,39.4
2558,HPE,13.5,22.8,39.4
2559,HPE,13.5,22.8,39.4
2560,HPE,13.5,22.8,39.4
2561,HPE,13.5,22.8,39.4
2562,HPE,13.5,22.8,39.4
2563,HPE,13.5,22.8,39.4
2564,HPE,13.5,22.8,39.4
2565,HPE,13.5,22.8,39.4
2566,HPE,13.5,22.8,39.4
2567,HCE,8.4,17.3,39.4
2568,HCE,8.4,17.3,39.4
2569,HCE,8.4,17.3,39.4
2570,HCE,8.4,17.3,39.4
2571,HCE,8.4,17.3,39.4
2572,HCE,8.4,17.3,39.4
2573,HCE,8.4,17.3,39.4
2574,HCE,8.4,17.3,39.4
2575,HPE,13.5,22.8,39.4
2576,HPE,13.5,22.8,39.4
2577,HPE,13.5,22.8,39.4
2578,HPE,13.5,22.8,39.4
2579,HPE,13.5,22.8,39.4
2580,HPE,13.5,22.8,39.4
2581,HPE,13.5,22.8,39.4
2582,HPE,13.5,22.8,39.4
2583,HPE,13.5,22.8,39.4
2584,HPE,13.5,22.8,39.4
2585,HPE,13.5,22.8,39.4
2586,HPE,13.5,22.8,39.4
2587,HPE,13.5,22.8,39.4
2588,HPE,13.5,22.8,39.4
2589,HPE,13.5,22.8,39.4
2590,HPE,13.5,22.8,39.4
2591,HCE,8.4,17.3,39.4
2592,HCE,8.4,17.3,39.4
2593,HCE,8.4,17.3,39.4
2594,HCE,8.4,17.3,39.4
2595,HCE,8.4,17.3,39.4
2596,HCE,8.4,17.3,39.4
2597,HCE,8.4,17.3,39.4
2598,HCE,8.4,17.3,39.4
2599,HPE,13.5,22.8,39.4
2600,HPE,13.5,22.8,39.4
2601,HPE,13.5,22.8,39.4
2602,HPE,13.5,22.8,39.4
2603,HPE,13.5,22.8,39.4
2604,HPE,13.5,22.8,39.4
2605,HPE,13.5,22.8,39.4
2606,HPE,13.5,22.8,39.4
2607,HPE,13.5,22.8,39.4
2608,HPE,13.5,22.8,39.4
2609,HPE,13.5,22.8,39.4
2610,HPE,13.5,22.8,39.4
2611,HPE,13.5,22.8,39.4
2612,HPE,13.5,22.8,39.4
2613,HPE,13.5,22.8,39.4
2614,HPE,13.5,22.8,39.4
2615,HCE,8.4,17.3,39.4
2616,HCE,8.4,17.3,39.4
2617,HCE,8.4,17.3,39.4
2618,HCE,8.4,17.3,39.4
2619,HCE,8.4,17.3,39.4
2620,HCE,8.4,17.3,39.4
2621,HCE,8.4,17.3,39.4
2622,HCE,8.4,17.3,39.4
2623,HPE,13.5,22.8,39.4
2624,HPE,13.5,22.8,39.4
2625,HPE,13.5,22.8,39.4
2626,HPE,13.5,22.8,39.4
2627,HPE,13.5,22.8,39.4
2628,HPE,13.5,22.8,39.4
2629,HPE,13.5,22.8,39.4
2630,HPE,13.5,22.8,39.4
2631,HPE,13.5,22.8,39.4
2632,HPE,13.5,22.8,39.4
2633,HPE,13.5,22.8,39.4
2634,HPE,13.5,22.8,39.4
2635,HPE,13.5,22.8,39.4
2636,HPE,13.5,22.8,39.4
2637,HPE,13.5,22.8,39.4
2638,HPE,13.5,22.8,39.4
2639,HCE,8.4,17.3,39.4
2640,HCE,8.4,17.3,39.4
2641,HCE,8.4,17.3,39.4
2642,HCE,8.4,17.3,39.4
2643,HCE,8.4,17.3,39.4
2644,HCE,8.4,17.3,39.4
2645,HCE,8.4,17.3,39.4
2646,HCE,8.4,17.3,39.4
2647,HPE,13.5,22.8,39.4
2648,HPE,13.5,22.8,39.4
2649,HPE,13.5,22.8,39.4
2650,HPE,13.5,22.8,39.4
2651,HPE,13.5,22.8,39.4
2652,HPE,13.5,22.8,39.4
2653,HPE,13.5,22.8,39.4
2654,HPE,13.5,22.8,39.4
2655,HPE,13.5,22.8,39.4
2656,HPE,13.5,22.8,39.4
2657,HPE,13.5,22.8,39.4
2658,HPE,13.5,22.8,39.4
2659,HPE,13.5,22.8,39.4
2660,HPE,13.5,22.8,39.4
2661,HPE,13.5,22.8,39.4
2662,HPE,13.5,22.8,39.4
2663,HCE,8.4,17.3,39.4
2664,HCE,8.4,17.3,39.4
2665,HCE,8.4,17.3,39.4
2666,HCE,8.4,17.3,39.4
2667,HCE,8.4,17.3,39.4
2668,HCE,8.4,17.3,39.4
2669,HCE,8.4,17.3,39.4
2670,HCE,8.4,17.3,39.4
2671,HPE,13.5,22.8,39.4
2672,HPE,13.5,22.8,39.4
2673,HPE,13.5,22.8,39.4
2674,HPE,13.5,22.8,39.4
2675,HPE,13.5,22.8,39.4
2676,HPE,13.5,22.8,39.4
2677,HPE,13.5,22.8,39.4
2678,HPE,13.5,22.8,39.4
2679,HPE,13.5,22.8,39.4
2680,HPE,13.5,22.8,39.4
2681,HPE,13.5,22.8,39.4
2682,HPE,13.5,22.8,39.4
2683,HPE,13.5,22.8,39.4
2684,HPE,13.5,22.8,39.4
2685,HPE,13.5,22.8,39.4
2686,HPE,13.5,22.8,39.4
2687,HCE,8.4,17.3,39.4
2688,HCE,8.4,17.3,39.4
2689,HCE,8.4,17.3,39.4
2690,HCE,8.4,17.3,39.4
2691,HCE,8.4,17.3,39.4
2692,HCE,8.4,17.3,39.4
2693,HCE,8.4,17.3,39.4
2694,HCE,8.4,17.3,39.4
2695,HPE,13.5,22.8,39.4
2696,HPE,13.5,22.8,39.4
2697,HPE,13.5,22.8,39.4
2698,HPE,13.5,22.8,39.4
2699,HPE,13.5,22.8,39.4
2700,HPE,13.5,22.8,39.4
2701,HPE,13.5,22.8,39.4
2702,HPE,13.5,22.8,39.4
2703,HPE,13.5,22.8,39.4
2704,HPE,13.5,22.8,39.4
2705,HPE,13.5,22.8,39.4
2706,HPE,13.5,22.8,39.4
2707,HPE,13.5,22.8,39.4
2708,HPE,13.5,22.8,39.4
2709,HPE,13.5,22.8,39.4
2710,HPE,13.5,22.8,39.4
2711,HCE,8.4,17.3,39.4
2712,HCE,8.4,17.3,39.4
2713,HCE,8.4,17.3,39.4
2714,HCE,8.4,17.3,39.4
2715,HCE,8.4,17.3,39.4
2716,HCE,8.4,17.3,39.4
2717,HCE,8.4,17.3,39.4
2718,HCE,8.4,17.3,39.4
2719,HPE,13.5,22.8,39.4
2720,HPE,13.5,22.8,39.4
2721,HPE,13.5,22.8,39.4
2722,HPE,13.5,22.8,39.4
2723,HPE,13.5,22.8,39.4
2724,HPE,13.5,22.8,39.4
2725,HPE,13.5,22.8,39.4
2726,HPE,13.5,22.8,39.4
2727,HPE,13.5,22.8,39.4
2728,HPE,13.5,22.8,39.4
2729,HPE,13.5,22.8,39.4
2730,HPE,13.5,22.8,39.4
2731,HPE,13.5,22.8,39.4
2732,HPE,13.5,22.8,39.4
2733,HPE,13.5,22.8,39.4
2734,HPE,13.5,22.8,39.4
2735,HCE,8.4,17.3,39.4
2736,HCE,8.4,17.3,39.4
2737,HCE,8.4,17.3,39.4
2738,HCE,8.4,17.3,39.4
2739,HCE,8.4,17.3,39.4
2740,HCE,8.4,17.3,39.4
2741,HCE,8.4,17.3,39.4
2742,HCE,8.4,17.3,39.4
2743,HPE,13.5,22.8,39.4
2744,HPE,13.5,22.8,39.4
2745,HPE,13.5,22.8,39.4
2746,HPE,13.5,22.8,39.4
2747,HPE,13.5,22.8,39.4
2748,HPE,13.5,22.8,39.4
2749,HPE,13.5,22.8,39.4
2750,HPE,13.5,22.8,39.4
2751,HPE,13.5,22.8,39.4
2752,HPE,13.5,22.8,39.4
2753,HPE,13.5,22.8,39.4
2754,HPE,13.5,22.8,39.4
2755,HPE,13.5,22.8,39.4
2756,HPE,13.5,22.8,39.4
2757,HPE,13.5,22.8,39.4
2758,HPE,13.5,22.8,39.4
2759,HCE,8.4,17.3,39.4
2760,HCE,8.4,17.3,39.4
2761,HCE,8.4,17.3,39.4
2762,HCE,8.4,17.3,39.4
2763,HCE,8.4,17.3,39.4
2764,HCE,8.4,17.3,39.4
2765,HCE,8.4,17.3,39.4
2766,HCE,8.4,17.3,39.4
2767,HPE,13.5,22.8,39.4
2768,HPE,13.5,22.8,39.4
2769,HPE,13.5,22.8,39.4
2770,HPE,13.5,22.8,39.4
2771,HPE,13.5,22.8,39.4
