,YEAR_op,STOCK_TECHNO,Pmax_Pvar
0,2040,tankH2_G,382.32494270865664
1,2040,Battery,0.0
2,2040,saltCavernH2_G,412.2436947845886
3,2050,tankH2_G,215.32091615199263
4,2050,Battery,0.0
5,2050,saltCavernH2_G,695.1490345217367
6,2020,tankH2_G,0.0
7,2020,Battery,0.0
8,2020,saltCavernH2_G,0.0
9,2030,tankH2_G,167.00402655666397
10,2030,Battery,0.0
11,2030,saltCavernH2_G,91.06638809374796
