,YEAR_invest,STOCK_TECHNO,PmaxInvest_Dvar
0,2040,tankH2_G,0.0
1,2040,Battery,0.0
2,2040,saltCavernH2_G,282.90533973714804
3,2010,tankH2_G,0.0
4,2010,Battery,0.0
5,2010,saltCavernH2_G,0.0
6,2020,tankH2_G,167.00402655666397
7,2020,Battery,0.0
8,2020,saltCavernH2_G,91.06638809374796
9,2030,tankH2_G,215.32091615199263
10,2030,Battery,0.0
11,2030,saltCavernH2_G,321.1773066908407
