YEAR,TIMESTAMP,RESOURCES,areaConsumption
2030,118,electricity,65024
2030,119,electricity,63423
2030,120,electricity,66720
2030,121,electricity,65429
2030,122,electricity,61379
2030,123,electricity,60096
2030,124,electricity,56750
2030,125,electricity,54265
2030,126,electricity,53503
2030,127,electricity,54070
2030,128,electricity,55246
2030,129,electricity,56722
2030,130,electricity,58767
2030,131,electricity,61739
2030,132,electricity,63967
2030,133,electricity,66431
2030,134,electricity,66996
2030,135,electricity,63706
2030,136,electricity,61022
2030,137,electricity,60014
2030,138,electricity,61936
2030,139,electricity,67223
2030,140,electricity,70136
2030,141,electricity,68884
2030,142,electricity,65912
2030,143,electricity,63918
2030,144,electricity,66395
2030,145,electricity,65016
2030,146,electricity,61398
2030,147,electricity,60846
2030,148,electricity,58125
2030,149,electricity,56503
2030,150,electricity,58250
2030,151,electricity,63772
2030,152,electricity,72051
2030,153,electricity,76514
2030,154,electricity,76840
2030,155,electricity,77312
2030,156,electricity,77810
2030,157,electricity,78375
2030,158,electricity,78216
2030,159,electricity,77251
2030,160,electricity,74941
2030,161,electricity,74025
2030,162,electricity,75999
2030,163,electricity,80781
2030,164,electricity,82595
2030,165,electricity,78322
2030,166,electricity,73343
2030,167,electricity,70399
2030,168,electricity,72270
2030,169,electricity,70537
2030,170,electricity,66455
2030,171,electricity,65700
2030,172,electricity,63019
2030,173,electricity,61570
2030,174,electricity,63064
2030,175,electricity,68369
2030,176,electricity,76740
2030,177,electricity,80776
2030,178,electricity,80879
2030,179,electricity,81169
2030,180,electricity,81674
2030,181,electricity,82097
2030,182,electricity,81647
2030,183,electricity,80457
2030,184,electricity,78095
2030,185,electricity,77390
2030,186,electricity,79130
2030,187,electricity,83833
2030,188,electricity,85305
2030,189,electricity,81005
2030,190,electricity,76217
2030,191,electricity,73024
2030,192,electricity,74893
2030,193,electricity,72654
2030,194,electricity,68823
2030,195,electricity,67988
2030,196,electricity,65110
2030,197,electricity,63638
2030,198,electricity,65063
2030,199,electricity,70049
2030,200,electricity,77464
2030,201,electricity,82026
2030,202,electricity,82962
2030,203,electricity,83096
2030,204,electricity,83360
2030,205,electricity,83875
2030,206,electricity,83231
2030,207,electricity,82307
2030,208,electricity,79990
2030,209,electricity,79155
2030,210,electricity,80536
2030,211,electricity,84558
2030,212,electricity,86028
2030,213,electricity,81827
2030,214,electricity,76915
2030,215,electricity,73673
2030,216,electricity,75427
2030,217,electricity,73435
2030,218,electricity,69398
2030,219,electricity,68358
2030,220,electricity,65589
2030,221,electricity,63656
2030,222,electricity,64774
2030,223,electricity,69751
2030,224,electricity,77695
2030,225,electricity,81747
2030,226,electricity,81493
2030,227,electricity,81431
2030,228,electricity,81594
2030,229,electricity,81607
2030,230,electricity,80861
2030,231,electricity,79584
2030,232,electricity,77384
2030,233,electricity,76240
2030,234,electricity,77439
2030,235,electricity,81718
2030,236,electricity,83588
2030,237,electricity,79362
2030,238,electricity,74457
2030,239,electricity,71505
2030,240,electricity,73431
2030,241,electricity,71488
2030,242,electricity,67428
2030,243,electricity,66685
2030,244,electricity,63840
2030,245,electricity,62320
2030,246,electricity,63715
2030,247,electricity,69036
2030,248,electricity,77009
2030,249,electricity,81406
2030,250,electricity,81079
2030,251,electricity,80562
2030,252,electricity,79819
2030,253,electricity,79071
2030,254,electricity,77984
2030,255,electricity,76138
2030,256,electricity,73608
2030,257,electricity,72442
2030,258,electricity,73784
2030,259,electricity,79568
2030,260,electricity,81138
2030,261,electricity,77761
2030,262,electricity,73844
2030,263,electricity,71867
2030,264,electricity,74546
2030,265,electricity,72685
2030,266,electricity,68370
2030,267,electricity,67172
2030,268,electricity,64095
2030,269,electricity,61793
2030,270,electricity,61887
2030,271,electricity,63551
2030,272,electricity,66126
2030,273,electricity,68867
2030,274,electricity,71447
2030,275,electricity,73477
2030,276,electricity,73344
2030,277,electricity,74055
2030,278,electricity,74029
2030,279,electricity,71154
2030,280,electricity,68674
2030,281,electricity,67370
2030,282,electricity,68632
2030,283,electricity,73855
2030,284,electricity,75894
2030,285,electricity,73556
2030,286,electricity,70322
2030,287,electricity,69003
2030,288,electricity,72032
2030,289,electricity,70963
2030,290,electricity,67308
2030,291,electricity,66094
2030,292,electricity,62678
2030,293,electricity,60120
2030,294,electricity,59370
2030,295,electricity,60033
2030,296,electricity,61141
2030,297,electricity,62978
2030,298,electricity,65458
2030,299,electricity,69010
2030,300,electricity,71317
2030,301,electricity,73304
2030,302,electricity,73493
2030,303,electricity,70239
2030,304,electricity,67511
2030,305,electricity,66375
2030,306,electricity,67813
2030,307,electricity,73500
2030,308,electricity,76695
2030,309,electricity,75895
2030,310,electricity,72823
2030,311,electricity,71200
2030,312,electricity,73870
2030,313,electricity,72586
2030,314,electricity,69380
2030,315,electricity,69124
2030,316,electricity,66702
2030,317,electricity,65220
2030,318,electricity,67295
2030,319,electricity,73017
2030,320,electricity,81132
2030,321,electricity,85602
2030,322,electricity,86056
2030,323,electricity,86289
2030,324,electricity,86628
2030,325,electricity,86799
2030,326,electricity,86344
2030,327,electricity,85706
2030,328,electricity,83736
2030,329,electricity,83192
2030,330,electricity,84688
2030,331,electricity,89552
2030,332,electricity,91627
2030,333,electricity,87435
2030,334,electricity,82619
2030,335,electricity,79647
2030,336,electricity,81442
2030,337,electricity,79413
2030,338,electricity,75381
2030,339,electricity,74904
2030,340,electricity,72019
2030,341,electricity,70373
2030,342,electricity,71752
2030,343,electricity,76810
2030,344,electricity,84193
2030,345,electricity,87955
2030,346,electricity,88092
2030,347,electricity,88580
2030,348,electricity,88833
2030,349,electricity,88714
2030,350,electricity,88007
2030,351,electricity,86677
2030,352,electricity,84376
2030,353,electricity,83348
2030,354,electricity,84364
2030,355,electricity,90017
2030,356,electricity,92053
2030,357,electricity,87883
2030,358,electricity,83089
2030,359,electricity,80073
2030,360,electricity,82059
2030,361,electricity,79826
2030,362,electricity,75996
2030,363,electricity,75722
2030,364,electricity,73057
2030,365,electricity,71579
2030,366,electricity,73105
2030,367,electricity,78216
2030,368,electricity,84234
2030,369,electricity,88078
2030,370,electricity,89280
2030,371,electricity,89850
2030,372,electricity,89762
2030,373,electricity,89542
2030,374,electricity,88322
2030,375,electricity,86898
2030,376,electricity,84669
2030,377,electricity,83999
2030,378,electricity,85344
2030,379,electricity,91602
2030,380,electricity,94166
2030,381,electricity,90038
2030,382,electricity,85618
2030,383,electricity,82796
2030,384,electricity,85027
2030,385,electricity,83648
2030,386,electricity,81227
2030,387,electricity,81831
2030,388,electricity,79143
2030,389,electricity,77366
2030,390,electricity,78712
2030,391,electricity,84032
2030,392,electricity,90751
2030,393,electricity,94419
2030,394,electricity,94499
2030,395,electricity,94629
2030,396,electricity,93853
2030,397,electricity,93102
2030,398,electricity,91832
2030,399,electricity,89964
2030,400,electricity,87408
2030,401,electricity,86769
2030,402,electricity,88353
2030,403,electricity,94676
2030,404,electricity,97320
2030,405,electricity,93298
2030,406,electricity,88669
2030,407,electricity,85928
2030,408,electricity,88033
2030,409,electricity,86266
2030,410,electricity,83632
2030,411,electricity,84133
2030,412,electricity,81220
2030,413,electricity,79404
2030,414,electricity,80356
2030,415,electricity,84998
2030,416,electricity,91924
2030,417,electricity,95623
2030,418,electricity,96228
2030,419,electricity,96718
2030,420,electricity,96914
2030,421,electricity,97040
2030,422,electricity,96155
2030,423,electricity,94166
2030,424,electricity,91505
2030,425,electricity,89948
2030,426,electricity,90628
2030,427,electricity,95122
2030,428,electricity,96015
2030,429,electricity,91478
2030,430,electricity,86527
2030,431,electricity,83895
2030,432,electricity,86083
2030,433,electricity,83895
2030,434,electricity,80009
2030,435,electricity,79334
2030,436,electricity,75716
2030,437,electricity,73151
2030,438,electricity,72516
2030,439,electricity,73729
2030,440,electricity,75836
2030,441,electricity,78745
2030,442,electricity,81622
2030,443,electricity,84157
2030,444,electricity,85005
2030,445,electricity,86510
2030,446,electricity,86610
2030,447,electricity,83926
2030,448,electricity,81412
2030,449,electricity,80171
2030,450,electricity,80808
2030,451,electricity,85126
2030,452,electricity,86593
2030,453,electricity,83402
2030,454,electricity,79613
2030,455,electricity,78143
2030,456,electricity,81201
2030,457,electricity,79993
2030,458,electricity,76533
2030,459,electricity,75284
2030,460,electricity,71917
2030,461,electricity,69184
2030,462,electricity,68398
2030,463,electricity,68940
2030,464,electricity,69940
2030,465,electricity,71608
2030,466,electricity,74261
2030,467,electricity,77491
2030,468,electricity,79735
2030,469,electricity,81587
2030,470,electricity,81519
2030,471,electricity,77985
2030,472,electricity,75131
2030,473,electricity,74121
2030,474,electricity,75035
2030,475,electricity,80789
2030,476,electricity,84344
2030,477,electricity,82957
2030,478,electricity,79786
2030,479,electricity,77595
2030,480,electricity,80255
2030,481,electricity,78670
2030,482,electricity,75342
2030,483,electricity,75033
2030,484,electricity,72274
2030,485,electricity,70437
2030,486,electricity,71885
2030,487,electricity,76933
2030,488,electricity,83298
2030,489,electricity,86835
2030,490,electricity,87552
2030,491,electricity,88137
2030,492,electricity,88250
2030,493,electricity,88370
2030,494,electricity,88026
2030,495,electricity,87058
2030,496,electricity,84744
2030,497,electricity,83652
2030,498,electricity,84369
2030,499,electricity,89449
2030,500,electricity,92021
2030,501,electricity,87584
2030,502,electricity,82601
2030,503,electricity,79554
2030,504,electricity,81329
2030,505,electricity,79712
2030,506,electricity,76696
2030,507,electricity,76641
2030,508,electricity,73679
2030,509,electricity,71899
2030,510,electricity,73151
2030,511,electricity,78219
2030,512,electricity,85709
2030,513,electricity,89061
2030,514,electricity,89406
2030,515,electricity,89238
2030,516,electricity,88823
2030,517,electricity,88692
2030,518,electricity,87725
2030,519,electricity,86319
2030,520,electricity,84147
2030,521,electricity,82932
2030,522,electricity,83802
2030,523,electricity,89160
2030,524,electricity,91568
2030,525,electricity,87303
2030,526,electricity,82162
2030,527,electricity,79322
2030,528,electricity,81225
2030,529,electricity,79487
2030,530,electricity,75888
2030,531,electricity,75560
2030,532,electricity,72752
2030,533,electricity,70941
2030,534,electricity,72215
2030,535,electricity,77110
2030,536,electricity,83264
2030,537,electricity,87045
2030,538,electricity,88164
2030,539,electricity,88659
2030,540,electricity,88974
2030,541,electricity,89084
2030,542,electricity,88299
2030,543,electricity,86880
2030,544,electricity,84557
2030,545,electricity,83350
2030,546,electricity,83688
2030,547,electricity,88621
2030,548,electricity,90931
2030,549,electricity,86514
2030,550,electricity,81627
2030,551,electricity,78665
2030,552,electricity,80701
2030,553,electricity,79066
2030,554,electricity,76192
2030,555,electricity,76210
2030,556,electricity,73487
2030,557,electricity,71450
2030,558,electricity,72747
2030,559,electricity,77787
2030,560,electricity,84306
2030,561,electricity,87449
2030,562,electricity,87406
2030,563,electricity,87675
2030,564,electricity,87959
2030,565,electricity,87922
2030,566,electricity,87203
2030,567,electricity,85928
2030,568,electricity,83706
2030,569,electricity,82926
2030,570,electricity,83931
2030,571,electricity,89421
2030,572,electricity,92314
2030,573,electricity,88194
2030,574,electricity,83649
2030,575,electricity,80792
2030,576,electricity,83170
2030,577,electricity,81664
2030,578,electricity,79390
2030,579,electricity,79842
2030,580,electricity,77094
2030,581,electricity,75293
2030,582,electricity,76694
2030,583,electricity,81668
2030,584,electricity,88550
2030,585,electricity,92180
2030,586,electricity,92277
2030,587,electricity,92337
2030,588,electricity,92031
2030,589,electricity,91649
2030,590,electricity,90701
2030,591,electricity,88495
2030,592,electricity,85760
2030,593,electricity,84487
2030,594,electricity,85017
2030,595,electricity,90601
2030,596,electricity,92800
2030,597,electricity,88990
2030,598,electricity,84885
2030,599,electricity,83007
2030,600,electricity,85393
2030,601,electricity,83411
2030,602,electricity,79759
2030,603,electricity,79230
2030,604,electricity,75834
2030,605,electricity,73102
2030,606,electricity,72653
2030,607,electricity,73812
2030,608,electricity,76273
2030,609,electricity,78694
2030,610,electricity,81488
2030,611,electricity,83132
2030,612,electricity,83018
2030,613,electricity,83175
2030,614,electricity,82381
2030,615,electricity,78968
2030,616,electricity,75814
2030,617,electricity,74029
2030,618,electricity,74239
2030,619,electricity,79889
2030,620,electricity,82781
2030,621,electricity,80395
2030,622,electricity,76765
2030,623,electricity,75360
2030,624,electricity,78821
2030,625,electricity,77594
2030,626,electricity,74268
2030,627,electricity,73026
2030,628,electricity,69667
2030,629,electricity,66779
2030,630,electricity,65737
2030,631,electricity,66010
2030,632,electricity,66856
2030,633,electricity,68057
2030,634,electricity,70504
2030,635,electricity,73349
2030,636,electricity,75067
2030,637,electricity,76203
2030,638,electricity,75775
2030,639,electricity,71785
2030,640,electricity,68525
2030,641,electricity,66925
2030,642,electricity,67407
2030,643,electricity,72979
2030,644,electricity,77079
2030,645,electricity,76062
2030,646,electricity,73169
2030,647,electricity,71224
2030,648,electricity,73633
2030,649,electricity,72595
2030,650,electricity,69522
2030,651,electricity,69137
2030,652,electricity,66749
2030,653,electricity,65137
2030,654,electricity,66731
2030,655,electricity,72241
2030,656,electricity,80236
2030,657,electricity,84158
2030,658,electricity,84171
2030,659,electricity,83383
2030,660,electricity,82386
2030,661,electricity,81741
2030,662,electricity,80760
2030,663,electricity,79453
2030,664,electricity,77014
2030,665,electricity,76148
2030,666,electricity,76616
2030,667,electricity,82050
2030,668,electricity,85688
2030,669,electricity,81633
2030,670,electricity,76659
2030,671,electricity,73465
2030,672,electricity,75387
2030,673,electricity,73772
2030,674,electricity,69770
2030,675,electricity,69132
2030,676,electricity,66274
2030,677,electricity,64173
2030,678,electricity,65411
2030,679,electricity,70535
2030,680,electricity,78521
2030,681,electricity,81773
2030,682,electricity,81690
2030,683,electricity,81532
2030,684,electricity,81467
2030,685,electricity,81553
2030,686,electricity,80758
2030,687,electricity,79604
2030,688,electricity,77129
2030,689,electricity,75444
2030,690,electricity,75495
2030,691,electricity,79770
2030,692,electricity,82384
2030,693,electricity,78096
2030,694,electricity,73200
2030,695,electricity,70045
2030,696,electricity,71914
2030,697,electricity,69675
2030,698,electricity,65712
2030,699,electricity,64712
2030,700,electricity,61821
2030,701,electricity,60066
2030,702,electricity,61188
2030,703,electricity,65921
2030,704,electricity,73033
2030,705,electricity,76436
2030,706,electricity,77185
2030,707,electricity,77089
2030,708,electricity,76772
2030,709,electricity,76390
2030,710,electricity,75092
2030,711,electricity,73400
2030,712,electricity,70870
2030,713,electricity,69252
2030,714,electricity,69044
2030,715,electricity,74274
2030,716,electricity,78535
2030,717,electricity,74846
2030,718,electricity,70146
2030,719,electricity,67418
2030,720,electricity,69580
2030,721,electricity,68458
2030,722,electricity,64856
2030,723,electricity,64273
2030,724,electricity,61759
2030,725,electricity,60229
2030,726,electricity,61505
2030,727,electricity,66360
2030,728,electricity,74280
2030,729,electricity,77652
2030,730,electricity,77378
2030,731,electricity,76857
2030,732,electricity,76441
2030,733,electricity,76046
2030,734,electricity,75020
2030,735,electricity,73667
2030,736,electricity,71295
2030,737,electricity,69942
2030,738,electricity,70111
2030,739,electricity,75025
2030,740,electricity,78517
2030,741,electricity,74669
2030,742,electricity,70010
2030,743,electricity,67060
2030,744,electricity,68997
2030,745,electricity,67380
2030,746,electricity,63394
2030,747,electricity,62571
2030,748,electricity,59797
2030,749,electricity,58009
2030,750,electricity,59247
2030,751,electricity,64057
2030,752,electricity,71488
2030,753,electricity,75186
2030,754,electricity,75416
2030,755,electricity,75493
2030,756,electricity,75667
2030,757,electricity,76135
2030,758,electricity,75433
2030,759,electricity,73754
2030,760,electricity,71748
2030,761,electricity,70316
2030,762,electricity,70438
2030,763,electricity,74600
2030,764,electricity,76789
2030,765,electricity,73250
2030,766,electricity,69064
2030,767,electricity,66948
2030,768,electricity,69534
2030,769,electricity,67991
2030,770,electricity,63737
2030,771,electricity,62556
2030,772,electricity,59630
2030,773,electricity,57665
2030,774,electricity,57631
2030,775,electricity,59387
2030,776,electricity,62139
2030,777,electricity,64968
2030,778,electricity,68031
2030,779,electricity,70079
2030,780,electricity,70812
2030,781,electricity,72143
2030,782,electricity,72300
2030,783,electricity,69748
2030,784,electricity,67382
2030,785,electricity,66572
2030,786,electricity,67324
2030,787,electricity,72904
2030,788,electricity,76930
2030,789,electricity,74815
2030,790,electricity,71706
2030,791,electricity,70592
2030,792,electricity,74331
2030,793,electricity,73608
2030,794,electricity,70019
2030,795,electricity,69166
2030,796,electricity,65949
2030,797,electricity,63357
2030,798,electricity,62835
2030,799,electricity,63502
2030,800,electricity,64691
2030,801,electricity,66098
2030,802,electricity,68643
2030,803,electricity,70985
2030,804,electricity,72065
2030,805,electricity,72900
2030,806,electricity,72593
2030,807,electricity,69102
2030,808,electricity,66581
2030,809,electricity,65605
2030,810,electricity,66364
2030,811,electricity,72092
2030,812,electricity,76849
2030,813,electricity,75697
2030,814,electricity,72495
2030,815,electricity,70389
2030,816,electricity,72601
2030,817,electricity,71284
2030,818,electricity,67898
2030,819,electricity,67156
2030,820,electricity,64212
2030,821,electricity,62330
2030,822,electricity,63678
2030,823,electricity,69154
2030,824,electricity,76737
2030,825,electricity,79879
2030,826,electricity,80275
2030,827,electricity,80471
2030,828,electricity,80369
2030,829,electricity,80257
2030,830,electricity,79500
2030,831,electricity,78342
2030,832,electricity,75624
2030,833,electricity,74202
2030,834,electricity,74019
2030,835,electricity,78181
2030,836,electricity,82452
2030,837,electricity,78399
2030,838,electricity,73289
2030,839,electricity,70298
2030,840,electricity,72491
2030,841,electricity,70804
2030,842,electricity,66930
2030,843,electricity,66053
2030,844,electricity,63463
2030,845,electricity,61870
2030,846,electricity,63484
2030,847,electricity,68584
2030,848,electricity,76798
2030,849,electricity,80093
2030,850,electricity,80322
2030,851,electricity,80563
2030,852,electricity,80898
2030,853,electricity,81111
2030,854,electricity,80871
2030,855,electricity,79766
2030,856,electricity,78058
2030,857,electricity,77017
2030,858,electricity,77518
2030,859,electricity,82219
2030,860,electricity,86583
2030,861,electricity,82757
2030,862,electricity,78045
2030,863,electricity,75240
2030,864,electricity,77326
2030,865,electricity,75498
2030,866,electricity,71679
2030,867,electricity,70972
2030,868,electricity,68369
2030,869,electricity,66806
2030,870,electricity,68137
2030,871,electricity,73004
2030,872,electricity,80159
2030,873,electricity,83551
2030,874,electricity,84696
2030,875,electricity,85050
2030,876,electricity,85073
2030,877,electricity,85215
2030,878,electricity,84148
2030,879,electricity,82807
2030,880,electricity,80430
2030,881,electricity,79335
2030,882,electricity,79566
2030,883,electricity,84058
2030,884,electricity,89081
2030,885,electricity,84904
2030,886,electricity,80191
2030,887,electricity,77444
2030,888,electricity,79507
2030,889,electricity,77970
2030,890,electricity,74436
2030,891,electricity,73932
2030,892,electricity,71307
2030,893,electricity,69733
2030,894,electricity,71110
2030,895,electricity,76295
2030,896,electricity,84429
2030,897,electricity,87415
2030,898,electricity,87513
2030,899,electricity,87146
2030,900,electricity,86689
2030,901,electricity,86351
2030,902,electricity,85554
2030,903,electricity,84287
2030,904,electricity,81942
2030,905,electricity,80768
2030,906,electricity,81101
2030,907,electricity,85897
2030,908,electricity,90780
2030,909,electricity,86606
2030,910,electricity,81675
2030,911,electricity,78474
2030,912,electricity,80433
2030,913,electricity,78863
2030,914,electricity,75153
2030,915,electricity,74360
2030,916,electricity,71702
2030,917,electricity,69873
2030,918,electricity,71419
2030,919,electricity,76246
2030,920,electricity,83093
2030,921,electricity,85550
2030,922,electricity,85690
2030,923,electricity,85263
2030,924,electricity,84568
2030,925,electricity,84037
2030,926,electricity,83022
2030,927,electricity,80785
2030,928,electricity,78450
2030,929,electricity,77081
2030,930,electricity,77337
2030,931,electricity,82035
2030,932,electricity,86758
2030,933,electricity,83317
2030,934,electricity,79445
2030,935,electricity,77578
2030,936,electricity,80153
2030,937,electricity,78405
2030,938,electricity,74941
2030,939,electricity,74669
2030,940,electricity,71343
2030,941,electricity,69072
2030,942,electricity,68866
2030,943,electricity,70484
2030,944,electricity,72884
2030,945,electricity,75184
2030,946,electricity,78264
2030,947,electricity,79887
2030,948,electricity,79898
2030,949,electricity,80772
2030,950,electricity,80535
2030,951,electricity,77677
2030,952,electricity,74635
2030,953,electricity,73203
2030,954,electricity,73404
2030,955,electricity,78140
2030,956,electricity,82592
2030,957,electricity,80116
2030,958,electricity,76507
2030,959,electricity,75054
2030,960,electricity,78552
2030,961,electricity,77671
2030,962,electricity,73864
2030,963,electricity,73009
2030,964,electricity,69804
2030,965,electricity,67252
2030,966,electricity,66317
2030,967,electricity,66762
2030,968,electricity,67640
2030,969,electricity,68515
2030,970,electricity,71718
2030,971,electricity,74540
2030,972,electricity,76139
2030,973,electricity,77643
2030,974,electricity,77396
2030,975,electricity,73943
2030,976,electricity,71491
2030,977,electricity,70662
2030,978,electricity,71616
2030,979,electricity,76495
2030,980,electricity,81461
2030,981,electricity,80047
2030,982,electricity,76946
2030,983,electricity,74504
2030,984,electricity,76651
2030,985,electricity,75406
2030,986,electricity,72032
2030,987,electricity,71529
2030,988,electricity,68886
2030,989,electricity,66947
2030,990,electricity,68625
2030,991,electricity,74107
2030,992,electricity,80564
2030,993,electricity,83203
2030,994,electricity,84090
2030,995,electricity,84602
2030,996,electricity,84841
2030,997,electricity,84648
2030,998,electricity,83725
2030,999,electricity,82468
2030,1000,electricity,79897
2030,1001,electricity,78419
2030,1002,electricity,78453
2030,1003,electricity,82455
2030,1004,electricity,87716
2030,1005,electricity,83815
2030,1006,electricity,78994
2030,1007,electricity,76161
2030,1008,electricity,78421
2030,1009,electricity,76981
2030,1010,electricity,74295
2030,1011,electricity,74489
2030,1012,electricity,71785
2030,1013,electricity,70110
2030,1014,electricity,71398
2030,1015,electricity,76524
2030,1016,electricity,83254
2030,1017,electricity,85654
2030,1018,electricity,86724
2030,1019,electricity,87006
2030,1020,electricity,87113
2030,1021,electricity,87139
2030,1022,electricity,86596
2030,1023,electricity,85357
2030,1024,electricity,83090
2030,1025,electricity,82281
2030,1026,electricity,82504
2030,1027,electricity,86031
2030,1028,electricity,90284
2030,1029,electricity,86108
2030,1030,electricity,81106
2030,1031,electricity,78290
2030,1032,electricity,80444
2030,1033,electricity,78474
2030,1034,electricity,75437
2030,1035,electricity,75561
2030,1036,electricity,72858
2030,1037,electricity,71183
2030,1038,electricity,72530
2030,1039,electricity,77522
2030,1040,electricity,83356
2030,1041,electricity,85751
2030,1042,electricity,87377
2030,1043,electricity,87605
2030,1044,electricity,87403
2030,1045,electricity,87277
2030,1046,electricity,86121
2030,1047,electricity,84584
2030,1048,electricity,81626
2030,1049,electricity,80320
2030,1050,electricity,80319
2030,1051,electricity,84827
2030,1052,electricity,90585
2030,1053,electricity,87020
2030,1054,electricity,82176
2030,1055,electricity,79239
2030,1056,electricity,81333
2030,1057,electricity,79900
2030,1058,electricity,77496
2030,1059,electricity,77824
2030,1060,electricity,75099
2030,1061,electricity,72954
2030,1062,electricity,74028
2030,1063,electricity,78822
2030,1064,electricity,84987
2030,1065,electricity,86838
2030,1066,electricity,87333
2030,1067,electricity,87558
2030,1068,electricity,87042
2030,1069,electricity,86934
2030,1070,electricity,85904
2030,1071,electricity,84182
2030,1072,electricity,81434
2030,1073,electricity,79699
2030,1074,electricity,78945
2030,1075,electricity,82212
2030,1076,electricity,87491
2030,1077,electricity,83487
2030,1078,electricity,78586
2030,1079,electricity,75864
2030,1080,electricity,78036
2030,1081,electricity,76066
2030,1082,electricity,73080
2030,1083,electricity,73099
2030,1084,electricity,70073
2030,1085,electricity,67972
2030,1086,electricity,69096
2030,1087,electricity,74184
2030,1088,electricity,81266
2030,1089,electricity,83345
2030,1090,electricity,83630
2030,1091,electricity,82695
2030,1092,electricity,81567
2030,1093,electricity,80489
2030,1094,electricity,79201
2030,1095,electricity,76849
2030,1096,electricity,73965
2030,1097,electricity,72371
2030,1098,electricity,71978
2030,1099,electricity,75889
2030,1100,electricity,81768
2030,1101,electricity,78742
2030,1102,electricity,74711
2030,1103,electricity,72703
2030,1104,electricity,75730
2030,1105,electricity,74198
2030,1106,electricity,70564
2030,1107,electricity,70048
2030,1108,electricity,67039
2030,1109,electricity,65036
2030,1110,electricity,65106
2030,1111,electricity,66736
2030,1112,electricity,69436
2030,1113,electricity,71474
2030,1114,electricity,74384
2030,1115,electricity,75146
2030,1116,electricity,74059
2030,1117,electricity,73744
2030,1118,electricity,72587
2030,1119,electricity,69000
2030,1120,electricity,65836
2030,1121,electricity,63942
2030,1122,electricity,63863
2030,1123,electricity,68237
2030,1124,electricity,75017
2030,1125,electricity,73373
2030,1126,electricity,70464
2030,1127,electricity,69610
2030,1128,electricity,73402
2030,1129,electricity,72745
2030,1130,electricity,69435
2030,1131,electricity,68832
2030,1132,electricity,65747
2030,1133,electricity,63431
2030,1134,electricity,62756
2030,1135,electricity,63491
2030,1136,electricity,64762
2030,1137,electricity,65678
2030,1138,electricity,68649
2030,1139,electricity,70495
2030,1140,electricity,70954
2030,1141,electricity,71289
2030,1142,electricity,70015
2030,1143,electricity,65758
2030,1144,electricity,62194
2030,1145,electricity,60524
2030,1146,electricity,60939
2030,1147,electricity,65995
2030,1148,electricity,74205
2030,1149,electricity,74255
