,YEAR_op,STOCK_TECHNO,Pmax_Pvar
0,2040,saltCavernH2_G,569.3871958345658
1,2040,Battery,0.0
2,2040,tankH2_G,205.06263261991987
3,2050,saltCavernH2_G,738.7423497116998
4,2050,Battery,0.0
5,2050,tankH2_G,14.053222185854676
6,2020,saltCavernH2_G,0.0
7,2020,Battery,0.0
8,2020,tankH2_G,0.0
9,2030,saltCavernH2_G,379.3049236419371
10,2030,Battery,0.0
11,2030,tankH2_G,205.06263261991987
