,YEAR_op,STOCK_TECHNO,storageCosts_Pvar
0,2040,saltCavernH2_G,137006412.1465862
1,2040,Battery,30462608.810888834
2,2050,saltCavernH2_G,365305492.39310014
3,2050,Battery,257690410.3569286
4,2020,saltCavernH2_G,-0.0
5,2020,Battery,-0.0
6,2030,saltCavernH2_G,57235044.74445235
7,2030,Battery,-0.0
