TIMESTAMP,RESSOURCES,importCost
2253,electricity,39.62
2254,electricity,32.09
2255,electricity,32.31
2256,electricity,28.79
2257,electricity,26.07
2258,electricity,21.6
2259,electricity,21.06
2260,electricity,27.82
2261,electricity,38.6
2262,electricity,45.22
2263,electricity,54.92
2264,electricity,55.92
2265,electricity,52.5
2266,electricity,49.1
2267,electricity,46.88
2268,electricity,46.46
2269,electricity,46.05
2270,electricity,39.96
2271,electricity,39.68
2272,electricity,33.52
2273,electricity,44.49
2274,electricity,47.18
2275,electricity,49.1
2276,electricity,49.4
2277,electricity,46.4
2278,electricity,46.4
2279,electricity,37
2280,electricity,29.41
2281,electricity,30
2282,electricity,29.06
2283,electricity,29
2284,electricity,34.35
2285,electricity,43.18
2286,electricity,53.79
2287,electricity,55.05
2288,electricity,48.09
2289,electricity,41.94
2290,electricity,39.19
2291,electricity,32.6
2292,electricity,29.9
2293,electricity,30
2294,electricity,28.63
2295,electricity,28.65
2296,electricity,31.68
2297,electricity,38.76
2298,electricity,42.17
2299,electricity,42.99
2300,electricity,37.07
2301,electricity,32.72
2302,electricity,30.45
2303,electricity,22.56
2304,electricity,19.66
2305,electricity,16.45
2306,electricity,11.5
2307,electricity,11.54
2308,electricity,16.37
2309,electricity,19.46
2310,electricity,21.36
2311,electricity,26.05
2312,electricity,33.99
2313,electricity,33.99
2314,electricity,36.29
2315,electricity,37.22
2316,electricity,21.74
2317,electricity,20
2318,electricity,12.01
2319,electricity,17.18
2320,electricity,24.59
2321,electricity,33.9
2322,electricity,40.45
2323,electricity,43.65
2324,electricity,39.22
2325,electricity,35.5
2326,electricity,36.84
2327,electricity,33.45
2328,electricity,30.52
2329,electricity,24.47
2330,electricity,19.39
2331,electricity,19.01
2332,electricity,19.1
2333,electricity,21.49
2334,electricity,19.35
2335,electricity,20.51
2336,electricity,22.39
2337,electricity,19.41
2338,electricity,18.83
2339,electricity,17.26
2340,electricity,19.23
2341,electricity,9.39
2342,electricity,12.36
2343,electricity,16.28
2344,electricity,15.92
2345,electricity,27.27
2346,electricity,37.19
2347,electricity,40.38
2348,electricity,41.68
2349,electricity,41.1
2350,electricity,37.6
2351,electricity,38.53
2352,electricity,33.95
2353,electricity,32.28
2354,electricity,31.65
2355,electricity,31.82
2356,electricity,37.24
2357,electricity,47.99
2358,electricity,56.5
2359,electricity,62.13
2360,electricity,57.68
2361,electricity,58.58
2362,electricity,54.77
2363,electricity,47.45
2364,electricity,42.81
2365,electricity,40.57
2366,electricity,39.3
2367,electricity,41
2368,electricity,43.92
2369,electricity,47.69
2370,electricity,49.92
2371,electricity,50.28
2372,electricity,44.53
2373,electricity,42.4
2374,electricity,44.9
2375,electricity,34.3
2376,electricity,31.81
2377,electricity,29
2378,electricity,27.32
2379,electricity,28.05
2380,electricity,32.51
2381,electricity,41.37
2382,electricity,44.32
2383,electricity,52.49
2384,electricity,55.61
2385,electricity,52.5
2386,electricity,52.28
2387,electricity,44.06
2388,electricity,41.26
2389,electricity,45.97
2390,electricity,37.25
2391,electricity,40.05
2392,electricity,40.24
2393,electricity,43.28
2394,electricity,48.88
2395,electricity,49.63
2396,electricity,47.16
2397,electricity,45.64
2398,electricity,37.87
2399,electricity,32.26
2400,electricity,25.92
2401,electricity,22.57
2402,electricity,20.48
2403,electricity,23.05
2404,electricity,28.4
2405,electricity,36.49
2406,electricity,42.52
2407,electricity,48.63
2408,electricity,59.41
2409,electricity,57.69
2410,electricity,51.63
2411,electricity,50.49
2412,electricity,43.95
2413,electricity,43.31
2414,electricity,39.1
2415,electricity,38.91
2416,electricity,36.13
2417,electricity,38.62
2418,electricity,40.96
2419,electricity,42.38
2420,electricity,42.29
2421,electricity,41.85
2422,electricity,41.05
2423,electricity,34.42
2424,electricity,25.46
2425,electricity,24.49
2426,electricity,22.72
2427,electricity,23.83
2428,electricity,28.3
2429,electricity,41.05
2430,electricity,48.37
2431,electricity,52.03
2432,electricity,62.88
2433,electricity,56.06
2434,electricity,54.96
2435,electricity,52.61
2436,electricity,52.34
2437,electricity,50.86
2438,electricity,49.66
2439,electricity,49.03
2440,electricity,47.71
2441,electricity,46.08
2442,electricity,46.85
2443,electricity,49.49
2444,electricity,47.32
2445,electricity,46.98
2446,electricity,44.49
2447,electricity,46.18
2448,electricity,36.07
2449,electricity,38.91
2450,electricity,33.67
2451,electricity,29.21
2452,electricity,35.31
2453,electricity,45.12
2454,electricity,54.78
2455,electricity,64.1
2456,electricity,65.04
2457,electricity,58.74
2458,electricity,55.21
2459,electricity,50.12
2460,electricity,46.12
2461,electricity,39.81
2462,electricity,38.35
2463,electricity,39.12
2464,electricity,40.32
2465,electricity,41.75
2466,electricity,45.52
2467,electricity,46.49
2468,electricity,44.74
2469,electricity,42.89
2470,electricity,41.89
2471,electricity,40.58
2472,electricity,33.18
2473,electricity,32.37
2474,electricity,31.67
2475,electricity,29.88
2476,electricity,32.03
2477,electricity,35.84
2478,electricity,38.41
2479,electricity,39.74
2480,electricity,39.92
2481,electricity,38
2482,electricity,35
2483,electricity,40.52
2484,electricity,30.82
2485,electricity,28.61
2486,electricity,28.99
2487,electricity,30.98
2488,electricity,33.41
2489,electricity,42.32
2490,electricity,43.59
2491,electricity,46.29
2492,electricity,45.02
2493,electricity,45.8
2494,electricity,42.7
2495,electricity,36
2496,electricity,31.59
2497,electricity,30.73
2498,electricity,29.16
2499,electricity,24.04
2500,electricity,22.63
2501,electricity,22.7
2502,electricity,28.97
2503,electricity,31.87
2504,electricity,28.4
2505,electricity,24.71
2506,electricity,26.07
2507,electricity,24.99
2508,electricity,21.27
2509,electricity,15.7
2510,electricity,9.89
2511,electricity,9.34
2512,electricity,14.93
2513,electricity,26.38
2514,electricity,31.95
2515,electricity,30.41
2516,electricity,30.37
2517,electricity,38.91
2518,electricity,38.9
2519,electricity,37.34
2520,electricity,33.49
2521,electricity,32.77
2522,electricity,32.99
2523,electricity,32.94
2524,electricity,37.4
2525,electricity,47.2
2526,electricity,56.1
2527,electricity,64.99
2528,electricity,58.97
2529,electricity,55.74
2530,electricity,52.97
2531,electricity,51.81
2532,electricity,49.99
2533,electricity,46.3
2534,electricity,45.79
2535,electricity,44.51
2536,electricity,45.74
2537,electricity,48.49
2538,electricity,52.84
2539,electricity,55
2540,electricity,49.19
2541,electricity,44.46
2542,electricity,42
2543,electricity,36.96
2544,electricity,36.71
2545,electricity,36.5
2546,electricity,35.5
2547,electricity,35.91
2548,electricity,35.24
2549,electricity,47.74
2550,electricity,54.88
2551,electricity,56
2552,electricity,51.93
2553,electricity,47.05
2554,electricity,42.71
2555,electricity,38.51
2556,electricity,37.33
2557,electricity,37.6
2558,electricity,37.23
2559,electricity,38.5
2560,electricity,43.65
2561,electricity,50.37
2562,electricity,55.06
2563,electricity,56.17
2564,electricity,52.78
2565,electricity,47.06
2566,electricity,39.89
2567,electricity,34.5
2568,electricity,33.18
2569,electricity,32.54
2570,electricity,33
2571,electricity,33.3
2572,electricity,35.65
2573,electricity,44.83
2574,electricity,53.49
2575,electricity,55.43
2576,electricity,47
2577,electricity,44.43
2578,electricity,42.28
2579,electricity,36.17
2580,electricity,37.11
2581,electricity,35.42
2582,electricity,36.9
2583,electricity,35
2584,electricity,37.71
2585,electricity,45.08
2586,electricity,50
2587,electricity,50.91
2588,electricity,49.35
2589,electricity,43.3
2590,electricity,37.4
2591,electricity,35.8
2592,electricity,33.03
2593,electricity,31.37
2594,electricity,29.08
2595,electricity,27.65
2596,electricity,33.76
2597,electricity,43.27
2598,electricity,49.96
2599,electricity,49.96
2600,electricity,46.26
2601,electricity,43
2602,electricity,41.73
2603,electricity,36.52
2604,electricity,34.37
2605,electricity,35.55
2606,electricity,34.12
2607,electricity,37.99
2608,electricity,42.64
2609,electricity,44.51
2610,electricity,47.84
2611,electricity,50.31
2612,electricity,52.52
2613,electricity,43.39
2614,electricity,39.81
2615,electricity,37.13
2616,electricity,32.2
2617,electricity,31.23
2618,electricity,30.06
2619,electricity,28.85
2620,electricity,32.97
2621,electricity,42.28
2622,electricity,47.49
2623,electricity,49.97
2624,electricity,48.69
2625,electricity,43.41
2626,electricity,42.19
2627,electricity,38.84
2628,electricity,35
2629,electricity,34.97
2630,electricity,34.69
2631,electricity,34.15
2632,electricity,36.71
2633,electricity,40.01
2634,electricity,42.6
2635,electricity,44.69
2636,electricity,46.18
2637,electricity,43.69
2638,electricity,37.91
2639,electricity,40.84
2640,electricity,30.07
2641,electricity,27.59
2642,electricity,16.48
2643,electricity,11.54
2644,electricity,22.01
2645,electricity,13.43
2646,electricity,14.65
2647,electricity,16.92
2648,electricity,19.48
2649,electricity,26.57
2650,electricity,23.42
2651,electricity,25.48
2652,electricity,24.24
2653,electricity,21.65
2654,electricity,22.45
2655,electricity,24.11
2656,electricity,18.57
2657,electricity,30.48
2658,electricity,41.24
2659,electricity,30.04
2660,electricity,29.96
2661,electricity,36.07
2662,electricity,35
2663,electricity,29.02
2664,electricity,19.37
2665,electricity,18.67
2666,electricity,13.37
2667,electricity,7.09
2668,electricity,6.19
2669,electricity,5.93
2670,electricity,12.25
2671,electricity,12.18
2672,electricity,15.96
2673,electricity,15.68
2674,electricity,13.99
2675,electricity,13.83
2676,electricity,4
2677,electricity,2.42
2678,electricity,3.03
2679,electricity,6.05
2680,electricity,7.61
2681,electricity,15.54
2682,electricity,35
2683,electricity,36.96
2684,electricity,33.09
2685,electricity,32.34
2686,electricity,24.1
2687,electricity,18.49
2688,electricity,16.08
2689,electricity,13.85
2690,electricity,12.25
2691,electricity,11.1
2692,electricity,22.2
2693,electricity,39.16
2694,electricity,47.76
2695,electricity,47.85
2696,electricity,45.22
2697,electricity,42.5
2698,electricity,40.37
2699,electricity,33.98
2700,electricity,35.35
2701,electricity,33.27
2702,electricity,32.75
2703,electricity,34.47
2704,electricity,35.17
2705,electricity,39.72
2706,electricity,44.1
2707,electricity,45.6
2708,electricity,45.25
2709,electricity,44.65
2710,electricity,38.04
2711,electricity,30.9
2712,electricity,30
2713,electricity,28.45
2714,electricity,24.12
2715,electricity,23.4
2716,electricity,30.1
2717,electricity,36.37
2718,electricity,40.28
2719,electricity,43.63
2720,electricity,42.09
2721,electricity,35.9
2722,electricity,34.78
2723,electricity,32.38
2724,electricity,31.65
2725,electricity,31.64
2726,electricity,30.87
2727,electricity,30.41
2728,electricity,30.77
2729,electricity,41.53
2730,electricity,46.39
2731,electricity,47.05
2732,electricity,47.09
2733,electricity,44.9
2734,electricity,40.18
2735,electricity,28.68
2736,electricity,24.09
2737,electricity,18.8
2738,electricity,22.87
2739,electricity,18.14
2740,electricity,18.83
2741,electricity,31.38
2742,electricity,34.77
2743,electricity,38.35
2744,electricity,41.46
2745,electricity,34.31
2746,electricity,30.15
2747,electricity,31.15
2748,electricity,25.35
2749,electricity,22.07
2750,electricity,21.28
2751,electricity,23.09
2752,electricity,23.19
2753,electricity,30.05
2754,electricity,34.48
2755,electricity,27.85
2756,electricity,34.07
2757,electricity,36.93
2758,electricity,32.27
2759,electricity,25.03
2760,electricity,23.08
2761,electricity,21.59
2762,electricity,11.08
2763,electricity,12.63
2764,electricity,22.06
2765,electricity,35.7
2766,electricity,44.5
2767,electricity,45.21
2768,electricity,40.07
2769,electricity,36.04
2770,electricity,35.12
2771,electricity,30.86
2772,electricity,28.57
2773,electricity,26.1
2774,electricity,24.92
2775,electricity,25.65
2776,electricity,29.71
2777,electricity,35.98
2778,electricity,41.57
2779,electricity,42
2780,electricity,40.98
2781,electricity,41.73
2782,electricity,35.66
2783,electricity,35.19
2784,electricity,33.21
2785,electricity,32.61
2786,electricity,31.01
2787,electricity,29.65
2788,electricity,35.55
2789,electricity,44.48
2790,electricity,49.12
2791,electricity,54.08
2792,electricity,45.63
2793,electricity,44.99
2794,electricity,40.17
2795,electricity,37.66
2796,electricity,35.13
2797,electricity,33.63
2798,electricity,28.82
2799,electricity,21.73
2800,electricity,18.26
2801,electricity,24.27
2802,electricity,44.01
2803,electricity,39.74
2804,electricity,45.86
2805,electricity,40.56
2806,electricity,34.52
2807,electricity,18.57
2808,electricity,11.72
2809,electricity,15.51
2810,electricity,14.48
2811,electricity,10.42
2812,electricity,14.3
2813,electricity,21.45
2814,electricity,17.1
2815,electricity,23.45
2816,electricity,20.26
2817,electricity,21.01
2818,electricity,23.27
2819,electricity,26.4
2820,electricity,20.4
2821,electricity,23.33
2822,electricity,23.88
2823,electricity,15.73
2824,electricity,17.56
2825,electricity,17.8
2826,electricity,28.17
2827,electricity,28.89
2828,electricity,38.66
2829,electricity,38.98
2830,electricity,35.96
2831,electricity,45.13
2832,electricity,24.6
2833,electricity,16.4
2834,electricity,12.06
2835,electricity,6.32
2836,electricity,5.86
2837,electricity,5.9
2838,electricity,5.89
2839,electricity,12.04
2840,electricity,14.23
2841,electricity,11.05
2842,electricity,16.92
2843,electricity,22.45
2844,electricity,12.84
2845,electricity,7.59
2846,electricity,5.09
2847,electricity,5
2848,electricity,6.37
2849,electricity,8
2850,electricity,14
2851,electricity,14.86
2852,electricity,22.35
2853,electricity,21.55
2854,electricity,15.88
2855,electricity,17.66
2856,electricity,9.13
2857,electricity,8.12
2858,electricity,3.34
2859,electricity,6.17
2860,electricity,8.59
2861,electricity,10.83
2862,electricity,22.98
2863,electricity,26.03
2864,electricity,19.11
2865,electricity,16.55
2866,electricity,16.69
2867,electricity,9.94
2868,electricity,10.26
2869,electricity,8.19
2870,electricity,8.25
2871,electricity,8.07
2872,electricity,16.34
2873,electricity,28.09
2874,electricity,33.81
2875,electricity,34.43
2876,electricity,32.64
2877,electricity,31.44
2878,electricity,26.36
2879,electricity,16.88
2880,electricity,12.74
2881,electricity,10.22
2882,electricity,2.53
2883,electricity,1.59
2884,electricity,3.27
2885,electricity,2.48
2886,electricity,3.67
2887,electricity,13.14
2888,electricity,14.97
2889,electricity,11.22
2890,electricity,11
2891,electricity,10.24
2892,electricity,5.83
2893,electricity,0
2894,electricity,0
2895,electricity,0.97
2896,electricity,3.94
2897,electricity,15.4
2898,electricity,26.08
2899,electricity,31.35
2900,electricity,33.77
2901,electricity,33.59
2902,electricity,29.59
2903,electricity,33.74
2904,electricity,29.25
2905,electricity,28.18
2906,electricity,27.68
2907,electricity,26.3
2908,electricity,29.55
2909,electricity,44.68
2910,electricity,48.32
2911,electricity,50.23
2912,electricity,51.73
2913,electricity,44.98
2914,electricity,40.9
2915,electricity,38.1
2916,electricity,37.62
2917,electricity,36.88
2918,electricity,37.37
2919,electricity,38.93
2920,electricity,44.53
2921,electricity,47
2922,electricity,48.18
2923,electricity,48.23
2924,electricity,46.14
2925,electricity,46.16
2926,electricity,42.92
2927,electricity,35.95
2928,electricity,32.12
2929,electricity,29.77
2930,electricity,28.01
2931,electricity,25.65
2932,electricity,29.01
2933,electricity,40.56
2934,electricity,49.91
2935,electricity,56.73
2936,electricity,52.46
2937,electricity,49.74
2938,electricity,48.77
2939,electricity,40.09
2940,electricity,37.61
2941,electricity,37.32
2942,electricity,36.69
2943,electricity,36.49
2944,electricity,39.68
2945,electricity,37.02
2946,electricity,40
2947,electricity,41.51
2948,electricity,45.99
2949,electricity,46.7
2950,electricity,41.26
2951,electricity,36.61
2952,electricity,34.65
2953,electricity,30.34
2954,electricity,28.48
2955,electricity,27.52
2956,electricity,33.59
2957,electricity,36.07
2958,electricity,47.51
2959,electricity,50.64
2960,electricity,49.69
2961,electricity,45.56
2962,electricity,42.56
2963,electricity,39.3
2964,electricity,36.72
2965,electricity,36.49
2966,electricity,34.94
2967,electricity,24.1
2968,electricity,25.85
2969,electricity,34.21
2970,electricity,39.17
2971,electricity,32.05
2972,electricity,28.73
2973,electricity,40.09
2974,electricity,39.24
2975,electricity,33.59
2976,electricity,28.63
2977,electricity,27.54
2978,electricity,24.87
2979,electricity,22.92
2980,electricity,25.64
2981,electricity,26.55
2982,electricity,28.78
2983,electricity,34.95
2984,electricity,31.96
2985,electricity,24.65
2986,electricity,22.68
2987,electricity,21.62
2988,electricity,19.34
2989,electricity,17.87
2990,electricity,17.75
2991,electricity,18.16
2992,electricity,23.31
2993,electricity,29.45
2994,electricity,31.8
2995,electricity,36.7
2996,electricity,37.95
2997,electricity,40.41
2998,electricity,43.61
2999,electricity,32.36
3000,electricity,21.88
3001,electricity,25.57
3002,electricity,23.91
3003,electricity,21.67
3004,electricity,18.13
3005,electricity,16
3006,electricity,13.69
3007,electricity,16.12
3008,electricity,18.38
3009,electricity,16.87
3010,electricity,17.95
3011,electricity,21.3
3012,electricity,16.36
3013,electricity,10.33
3014,electricity,5
3015,electricity,8.53
3016,electricity,20.13
3017,electricity,25.41
3018,electricity,30.98
3019,electricity,31.49
3020,electricity,30.07
3021,electricity,30.5
3022,electricity,34.57
3023,electricity,35.89
3024,electricity,28.67
3025,electricity,28
3026,electricity,22.74
3027,electricity,21.18
3028,electricity,26.7
3029,electricity,41.51
3030,electricity,47.74
3031,electricity,47.72
3032,electricity,45.66
3033,electricity,42.21
3034,electricity,43.72
3035,electricity,39.67
3036,electricity,40.1
3037,electricity,37.1
3038,electricity,35.66
3039,electricity,37.77
3040,electricity,42.7
3041,electricity,44.12
3042,electricity,56.95
3043,electricity,48.81
3044,electricity,48.35
3045,electricity,52.82
3046,electricity,42.05
3047,electricity,32.67
3048,electricity,28.92
3049,electricity,24.7
3050,electricity,24.5
3051,electricity,22.16
3052,electricity,23.9
3053,electricity,34.91
3054,electricity,30.18
3055,electricity,30.24
3056,electricity,29.45
3057,electricity,28.59
3058,electricity,31.79
3059,electricity,30.9
3060,electricity,31.02
3061,electricity,27.06
3062,electricity,27.8
3063,electricity,30.64
3064,electricity,25.04
3065,electricity,31.5
3066,electricity,34.26
3067,electricity,34.26
3068,electricity,35.49
3069,electricity,45.68
3070,electricity,31.52
3071,electricity,31.36
3072,electricity,30.08
3073,electricity,26.65
3074,electricity,22.09
3075,electricity,22.75
3076,electricity,24.87
3077,electricity,36.04
3078,electricity,40.01
3079,electricity,48.81
3080,electricity,51.94
3081,electricity,41.65
3082,electricity,38.05
3083,electricity,35.58
3084,electricity,36.77
3085,electricity,36.14
3086,electricity,34.34
3087,electricity,36.97
3088,electricity,41.56
3089,electricity,45.76
3090,electricity,52.87
3091,electricity,49.47
3092,electricity,48.89
3093,electricity,44.6
3094,electricity,40.52
3095,electricity,37.62
3096,electricity,26.78
3097,electricity,23.02
3098,electricity,18.51
3099,electricity,16.79
3100,electricity,17.31
3101,electricity,18.04
3102,electricity,13.12
3103,electricity,18.45
3104,electricity,20.01
3105,electricity,20.59
3106,electricity,22.55
3107,electricity,24.55
3108,electricity,22.82
3109,electricity,18.68
3110,electricity,17.63
3111,electricity,19.24
3112,electricity,19.66
3113,electricity,29.84
3114,electricity,32.35
3115,electricity,31.87
3116,electricity,32.9
3117,electricity,42.93
3118,electricity,39.53
3119,electricity,37.56
3120,electricity,38.66
3121,electricity,31.14
3122,electricity,27.63
3123,electricity,26.2
3124,electricity,28.05
3125,electricity,33.21
3126,electricity,41.05
3127,electricity,43.09
3128,electricity,43.2
3129,electricity,40.49
3130,electricity,42
3131,electricity,41.77
3132,electricity,38.93
3133,electricity,37.44
3134,electricity,38.18
3135,electricity,41.3
3136,electricity,49
3137,electricity,51.53
3138,electricity,54.68
3139,electricity,58.12
3140,electricity,55.38
3141,electricity,56.17
3142,electricity,50.37
3143,electricity,39.96
3144,electricity,35.48
3145,electricity,30.26
3146,electricity,27.04
3147,electricity,23.07
3148,electricity,26.13
3149,electricity,28.54
3150,electricity,36.14
3151,electricity,36.19
3152,electricity,35.79
3153,electricity,35.28
3154,electricity,34.85
3155,electricity,32.69
3156,electricity,30.35
3157,electricity,28.43
3158,electricity,28.07
3159,electricity,27.69
3160,electricity,26.09
3161,electricity,27.94
3162,electricity,31.99
3163,electricity,32.37
3164,electricity,30.13
3165,electricity,34.28
3166,electricity,33.29
3167,electricity,30.66
3168,electricity,21.03
3169,electricity,17.06
3170,electricity,14.92
3171,electricity,10.97
3172,electricity,9.17
3173,electricity,7.82
3174,electricity,14.84
3175,electricity,14.9
3176,electricity,13.98
3177,electricity,13.2
3178,electricity,14.7
3179,electricity,15.39
3180,electricity,15.76
3181,electricity,7.42
3182,electricity,7.24
3183,electricity,7.34
3184,electricity,12.51
3185,electricity,17.48
3186,electricity,25.83
3187,electricity,29.39
3188,electricity,30.66
3189,electricity,32.88
3190,electricity,26.82
3191,electricity,25.41
3192,electricity,20.23
3193,electricity,17.15
3194,electricity,14.87
3195,electricity,12.12
3196,electricity,14.25
3197,electricity,23.68
3198,electricity,54.06
3199,electricity,58.01
3200,electricity,55.83
3201,electricity,50.79
3202,electricity,43.6
3203,electricity,39.67
3204,electricity,33
3205,electricity,30.36
3206,electricity,29.86
3207,electricity,29.84
3208,electricity,29.3
3209,electricity,30.15
3210,electricity,42.11
3211,electricity,37.04
3212,electricity,33.24
3213,electricity,39.6
3214,electricity,35.06
3215,electricity,32.68
3216,electricity,30.41
3217,electricity,29.01
3218,electricity,28.02
3219,electricity,30.01
3220,electricity,32.58
3221,electricity,41.01
3222,electricity,54.6
3223,electricity,58.6
3224,electricity,57.01
3225,electricity,51.2
3226,electricity,48.9
3227,electricity,41.67
3228,electricity,41.71
3229,electricity,41.07
3230,electricity,40.5
3231,electricity,40.72
3232,electricity,42.37
3233,electricity,47.9
3234,electricity,50
3235,electricity,49.96
3236,electricity,47.08
3237,electricity,52.26
3238,electricity,43.91
3239,electricity,40.36
3240,electricity,37.53
3241,electricity,33.98
3242,electricity,32.6
3243,electricity,24.65
3244,electricity,24.36
3245,electricity,27.95
3246,electricity,48.95
3247,electricity,57.67
3248,electricity,57.12
3249,electricity,50.97
3250,electricity,48.36
3251,electricity,43.43
3252,electricity,40.5
3253,electricity,37.06
3254,electricity,33.04
3255,electricity,34.61
3256,electricity,24.46
3257,electricity,29.45
3258,electricity,40.58
3259,electricity,30.18
3260,electricity,26.57
3261,electricity,36.14
3262,electricity,33.08
3263,electricity,30.46
3264,electricity,27.03
3265,electricity,22.25
3266,electricity,19.45
3267,electricity,15.93
3268,electricity,19.79
3269,electricity,22.85
3270,electricity,42.44
3271,electricity,47.29
3272,electricity,45.12
3273,electricity,42.13
3274,electricity,41.82
3275,electricity,37.39
3276,electricity,35.73
3277,electricity,32.02
3278,electricity,31.8
3279,electricity,29.87
3280,electricity,33.54
3281,electricity,41.02
3282,electricity,44.51
3283,electricity,43.01
3284,electricity,38.06
3285,electricity,42.11
3286,electricity,36.69
3287,electricity,31.79
3288,electricity,28.78
3289,electricity,27.39
3290,electricity,24.42
3291,electricity,21.93
3292,electricity,27.37
3293,electricity,36.28
3294,electricity,48.48
3295,electricity,54.11
3296,electricity,59.35
3297,electricity,56.03
3298,electricity,49.25
3299,electricity,43.2
3300,electricity,38.84
3301,electricity,38.09
3302,electricity,34.38
3303,electricity,30.29
3304,electricity,33.39
3305,electricity,37.85
3306,electricity,41.23
3307,electricity,37.96
3308,electricity,36.48
3309,electricity,47.07
3310,electricity,46.68
3311,electricity,44.37
3312,electricity,36.75
3313,electricity,22.24
3314,electricity,13.84
3315,electricity,11.97
3316,electricity,14.68
3317,electricity,14.46
3318,electricity,13.46
3319,electricity,22.6
3320,electricity,23.8
3321,electricity,20.52
3322,electricity,19.29
3323,electricity,22.62
3324,electricity,22.35
3325,electricity,20.77
3326,electricity,18.94
3327,electricity,12.89
3328,electricity,16.13
3329,electricity,21.46
3330,electricity,23.45
3331,electricity,20.94
3332,electricity,30.47
3333,electricity,40
3334,electricity,35.21
3335,electricity,33.72
3336,electricity,24.84
3337,electricity,22.7
3338,electricity,9.75
3339,electricity,6.11
3340,electricity,3.34
3341,electricity,2.96
3342,electricity,5.44
3343,electricity,8.35
3344,electricity,9.44
3345,electricity,9.42
3346,electricity,13.88
3347,electricity,16.58
3348,electricity,9.31
3349,electricity,0
3350,electricity,0
3351,electricity,1
3352,electricity,3.18
3353,electricity,16.47
3354,electricity,23.02
3355,electricity,23.86
3356,electricity,22.37
3357,electricity,32.31
3358,electricity,27.46
3359,electricity,16.48
3360,electricity,10.15
3361,electricity,5.87
3362,electricity,2.29
3363,electricity,0.48
3364,electricity,1.55
3365,electricity,5.02
3366,electricity,7.51
3367,electricity,11.04
3368,electricity,14.05
3369,electricity,6.78
3370,electricity,5.57
3371,electricity,5.19
3372,electricity,2.34
3373,electricity,1.72
3374,electricity,4.47
3375,electricity,5.13
3376,electricity,12.34
3377,electricity,24.74
3378,electricity,28.51
3379,electricity,23.83
3380,electricity,25.67
3381,electricity,34.05
3382,electricity,28.78
3383,electricity,37.59
3384,electricity,33.92
3385,electricity,31.18
3386,electricity,25.94
3387,electricity,20.28
3388,electricity,32.1
3389,electricity,47.06
3390,electricity,54.8
3391,electricity,59.37
3392,electricity,56.57
3393,electricity,50.2
3394,electricity,49.05
3395,electricity,48.37
3396,electricity,51.62
3397,electricity,49.47
3398,electricity,52.21
3399,electricity,52.86
3400,electricity,56.29
3401,electricity,57.05
3402,electricity,59.66
3403,electricity,50.7
3404,electricity,45.37
3405,electricity,48.01
3406,electricity,43.11
3407,electricity,39.2
3408,electricity,37.07
3409,electricity,32.95
3410,electricity,34.28
3411,electricity,23.79
3412,electricity,36.24
3413,electricity,39.78
3414,electricity,56.35
3415,electricity,65.99
3416,electricity,62.18
3417,electricity,54.63
3418,electricity,48.13
3419,electricity,45.41
3420,electricity,45.69
3421,electricity,42.77
3422,electricity,41.29
3423,electricity,40.35
3424,electricity,40.4
3425,electricity,48.43
3426,electricity,49.29
3427,electricity,40.54
3428,electricity,45.87
3429,electricity,45.85
3430,electricity,39.75
3431,electricity,37.76
3432,electricity,34.39
3433,electricity,32.92
3434,electricity,25.28
3435,electricity,23.66
3436,electricity,25.78
3437,electricity,34.88
3438,electricity,46.51
3439,electricity,50
3440,electricity,51.06
3441,electricity,50.63
3442,electricity,48.31
3443,electricity,44.29
3444,electricity,43.63
3445,electricity,42.47
3446,electricity,42.27
3447,electricity,42.2
3448,electricity,49.47
3449,electricity,49.16
3450,electricity,53.77
3451,electricity,48.34
3452,electricity,42.81
3453,electricity,47.6
3454,electricity,43.58
3455,electricity,41.37
3456,electricity,38.47
3457,electricity,33.4
3458,electricity,31.57
3459,electricity,29.22
3460,electricity,31.37
3461,electricity,43.4
3462,electricity,47.37
3463,electricity,53.68
3464,electricity,48.64
3465,electricity,49.5
3466,electricity,53.05
3467,electricity,43.8
3468,electricity,44.3
3469,electricity,41.26
3470,electricity,42.18
3471,electricity,43.69
3472,electricity,47.2
3473,electricity,42.95
3474,electricity,51.22
3475,electricity,37.67
3476,electricity,38.23
3477,electricity,44.63
3478,electricity,48.5
3479,electricity,41.46
3480,electricity,31.51
3481,electricity,31.04
3482,electricity,27.29
3483,electricity,27.18
3484,electricity,26.36
3485,electricity,25.35
3486,electricity,29.93
3487,electricity,33.26
3488,electricity,33.44
3489,electricity,32.74
3490,electricity,33.02
3491,electricity,33.93
3492,electricity,30.59
3493,electricity,29.94
3494,electricity,29.06
3495,electricity,30.41
3496,electricity,32.03
3497,electricity,38.55
3498,electricity,44.53
3499,electricity,40.37
3500,electricity,40.68
3501,electricity,45.48
3502,electricity,40.41
3503,electricity,39.94
3504,electricity,34.15
3505,electricity,31.66
3506,electricity,31.06
3507,electricity,27.81
3508,electricity,27.54
3509,electricity,25.04
3510,electricity,23.57
3511,electricity,27.09
3512,electricity,29.01
3513,electricity,26.22
3514,electricity,26.37
3515,electricity,30.5
3516,electricity,26.24
3517,electricity,23.79
3518,electricity,26.21
3519,electricity,27.56
3520,electricity,32
3521,electricity,44.97
3522,electricity,46.07
3523,electricity,46.07
3524,electricity,44.52
3525,electricity,59.2
3526,electricity,53.69
3527,electricity,38.95
3528,electricity,29.36
3529,electricity,33
3530,electricity,25.11
3531,electricity,22.87
