,YEAR_op,STOCK_TECHNO,Pmax_Pvar
0,2040,STEP,5527.127160000004
1,2040,Battery,0.0
2,2050,STEP,7527.127160000004
3,2050,Battery,5808.261970963538
4,2020,STEP,3000.0
5,2020,Battery,0.0
6,2030,STEP,3527.1271600000036
7,2030,Battery,0.0
