,YEAR_invest,STOCK_TECHNO,PmaxInvest_Dvar
0,2040,STEP,2000.0
1,2040,Battery,5826.441867345209
2,2010,STEP,3000.0
3,2010,Battery,0.0
4,2020,STEP,512.7513466674377
5,2020,Battery,-0.0
6,2030,STEP,2000.0
7,2030,Battery,0.0
