YEAR_op,TIMESTAMP,energyCtr,LastCalled,NewPrice
2,1,6.666,OldNuke,42.06753975735988
2,2,6.666,OldNuke,42.06753975735988
2,3,6.666000000000001,OldNuke,42.06753975735989
2,4,6.666,OldNuke,42.06753975735988
2,5,6.666,OldNuke,42.06753975735988
2,6,6.666000000000001,OldNuke,42.06753975735989
2,7,6.666,OldNuke,42.06753975735988
2,8,6.666,OldNuke,42.06753975735988
2,9,6.666,OldNuke,42.06753975735988
2,10,6.666,OldNuke,42.06753975735988
2,11,6.666,OldNuke,42.06753975735988
2,12,6.666,OldNuke,42.06753975735988
2,13,6.666,OldNuke,42.06753975735988
2,14,6.666,OldNuke,42.06753975735988
2,15,6.666,OldNuke,42.06753975735988
2,16,6.666,OldNuke,42.06753975735988
2,17,6.666,OldNuke,42.06753975735988
2,18,6.666000000000003,OldNuke,42.06753975735989
2,19,6.666,OldNuke,42.06753975735988
2,20,6.666,OldNuke,42.06753975735988
2,21,6.666,OldNuke,42.06753975735988
2,22,6.666,OldNuke,42.06753975735988
2,23,6.666,OldNuke,42.06753975735988
2,24,6.666,OldNuke,42.06753975735988
2,25,6.666,OldNuke,42.06753975735988
2,26,6.666,OldNuke,42.06753975735988
2,27,6.665999999999999,OldNuke,42.06753975735988
2,28,6.666000000000003,OldNuke,42.06753975735989
2,29,6.666,OldNuke,42.06753975735988
2,30,6.666,OldNuke,42.06753975735988
2,31,6.666000000000002,OldNuke,42.06753975735989
2,32,6.666000000000003,OldNuke,42.06753975735989
2,33,6.666000000000003,OldNuke,42.06753975735989
2,34,6.666000000000003,OldNuke,42.06753975735989
2,35,6.666000000000004,OldNuke,42.06753975735989
2,36,6.666000000000001,OldNuke,42.06753975735989
2,37,6.666000000000004,OldNuke,42.06753975735989
2,38,6.666000000000001,OldNuke,42.06753975735989
2,39,6.666,OldNuke,42.06753975735988
2,40,6.666000000000001,OldNuke,42.06753975735989
2,41,6.666000000000004,OldNuke,42.06753975735989
2,42,6.666000000000003,OldNuke,42.06753975735989
2,43,6.666000000000003,OldNuke,42.06753975735989
2,44,6.666000000000003,OldNuke,42.06753975735989
2,45,6.666000000000003,OldNuke,42.06753975735989
2,46,6.666000000000004,OldNuke,42.06753975735989
2,47,6.666000000000002,OldNuke,42.06753975735989
2,48,6.666000000000003,OldNuke,42.06753975735989
2,49,6.666000000000003,OldNuke,42.06753975735989
2,50,6.666000000000001,OldNuke,42.06753975735989
2,51,6.666000000000001,OldNuke,42.06753975735989
2,52,6.666000000000004,OldNuke,42.06753975735989
2,53,6.666000000000002,OldNuke,42.06753975735989
2,54,6.666000000000001,OldNuke,42.06753975735989
